BUYER,DATE,DISCOUNT,DUE_DATE,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,LOGO,NOTE,OTHER,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SUB_TOTAL,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Shelly Rodriguez
02547 Ramos Bypass Suite 849
Williamshaven, NC 38767 US
Tel:+(463)893-0347
Email:christina14@example.org
Site:http://www.gomez.com/",Date: 29-Apr-2012,DISCOUNT(4.41%): (-)  5.81,Due Date : 07-Aug-2010,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Date: 29-Apr-2012
Due Date : 07-Aug-2010
PO Number :25

Address:16424 Timothy Mission Bill to:Shelly Rodriguez

Markville, AK 58294 US 02547 Ramos Bypass Suite 849
Williamshaven, NC 38767 US

Email:melvind0@example.net Tel:+(463)893-0347

sleekbill in Email:christina14@example.org

(GSTIN: 12345670 00070007 Site:http://www.gomez.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Far rise energy. 3.00

Democratic start. 5.00

Family she along. 2.00

Against song thought. 4.00

Total in words: one hundred and thirt-
y-four point four one

Bank Name Central Bank of Europe
Branch Name Raf CAMP

Bank Account Number 16071939

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 131.67 USD

DISCOUNT(4.41%): (-) 5.81
TAX:VAT (4.72%): 6.22 USD

TOTAL : 134.41 USD
","Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16071939
Bank Swift Code      SBININBB250",PO Number :25,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 131.67  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.72%):  6.22 USD,TAX INVOICE,TOTAL : 134.41 USD,"Total in words:  one hundred and thirt-
y-four point four one",Template1_Instance189.json
"Bill to:James Miller
41839 Lee Terrace Apt. 982
Lake Gregoryland, WV 71038 US
Tel:+(553)734-0642
Email:zjohnson@example.com
Site:https://smith.com/",Invoice Date: 13-Jun-2019,DISCOUNT(4.68%): (-)  7.06,Due Date : 22-May-2022,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Invoice Date: 13-Jun-2019
Due Date : 22-May-2022
PO Number :63

Address:16424 Timothy Mission Bill to: James Miller
Markville, AK 58294 US 41839 Lee Terrace Apt. 982

Lake Gregoryland, WV 71038 US
Email:melvind0@example.net Tel:+(553)734-0642
sleekbill in Email:zjohnson@example.com
(GSTIN: 12345670 00070007 Site:https://smith.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Sing send while. 1.00

See population. 4.00

Total in words: one hundred and fifty--
three point five three

Bank Name State Bank of England
Branch Name Raf CAMP

Bank Account Number 15655075

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 150.79 $

DISCOUNT(4.68%): (-) 7.06
TAX:VAT (5.84%): 8.80 $

TOTAL : 153.53 $
","Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  15655075
Bank Swift Code      SBININBB250",PO Number :63,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 150.79  $,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.84%):  8.80 $,INVOICE,TOTAL : 153.53 $,"Total in words:  one hundred and fifty--
three point five three",Template1_Instance19.json
"Buyer :Laura Goodman
485 Jones Street
East Sheilamouth, KY 74720 US
Tel:+(580)384-7629
Email:bentonkevin@example.org
Site:https://www.williams.net/",Invoice Date: 11-Apr-2011,DISCOUNT(2.57%): (-)  21.04,Due Date : 17-Dec-1998,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Invoice Date: 11-Apr-2011
Due Date : 17-Dec-1998
PO Number :59

Address:16424 Timothy Mission Buyer :Laura Goodman
Markville, AK 58294 US 485 Jones Street

East Sheilamouth, KY 74720 US
Email:melvind0@example.net Tel:+(580)384-7629
sleekbill in Email:bentonkevin@example.org
(GSTIN: 12345670 00070007 Site:https://www.williams.net/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Character if wait. 2.00

Owner sea represent. 2.00

Too hear figure. 1.00

Threat focus effect. 6.00

Total in words: eight hundred and twen-
ty-six point four eight

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 12746348

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 818.64 EUR

DISCOUNT(2.57%): (-) 21.04
TAX:VAT (3.77%): 30.84 EUR

TOTAL : 826.48 EUR
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  12746348
Bank Swift Code      SBININBB250",PO Number :59,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 818.64  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.77%):  30.84 EUR,TAX INVOICE,TOTAL : 826.48 EUR,"Total in words:  eight hundred and twen-
ty-six point four eight",Template1_Instance190.json
"Buyer :Sheila Perez
382 Barbara Village Apt. 067
South Tracymouth, FM 73454 US
Tel:+(191)722-5149
Email:david07@example.net
Site:http://www.yates.com/",Date: 10-Nov-2020,DISCOUNT(1.03%): (-)  8.73,Due Date : 12-Dec-2013,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"TAX INVOICE

Date: 10-Nov-2020
Due Date : 12-Dec-2013
PO Number :17

Address:16424 Timothy Mission Buyer :Sheila Perez

Markville, AK 58294 US 382 Barbara Village Apt. 067
South Tracymouth, FM 73454 US

Email:melvind0@example.net Tel:+(191)722-5149

sleekbill in Email:david07@example.net

(GSTIN: 12345670 00070007 Site:http://www.yates.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Finish. 6.00

Always health. 3.00

Over discover bad. 4.00

Federal generation. 5.00

Total in words: eight hundred and fi-
fty-one point one one

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 12466566

Bank Swift Code SBININBB250

Thank you for your business!

SUB_TOTAL : 847.10 USD

DISCOUNT(1.03%): (-) 8.73
TAX:VAT (3.60%): 30.52 USD

TOTAL : 851.11 USD
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  12466566
Bank Swift Code      SBININBB250",PO Number :17,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 847.10  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.60%):  30.52 USD,TAX INVOICE,TOTAL : 851.11 USD,"Total in words:  eight hundred and fi-
fty-one point one one",Template1_Instance191.json
"Buyer :Bonnie Cooper
523 Michael Flat
Longborough, PA 14039 US
Tel:+(122)584-9292
Email:johnsonchristopher@example.org
Site:https://www.mcconnell.com/",Invoice Date: 19-Jan-1997,DISCOUNT(3.41%): (-)  13.77,Due Date : 14-Sep-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","INVOICE

Invoice Date: 19-Jan-1997
Due Date : 14-Sep-2019
PO Number :87

Address:16424 Timothy Mission Buyer :Bonnie Cooper
Markville, AK 58294 US 523 Michael Flat

Longborough, PA 14039 US
Email:melvind0@example.net Tel:+(122)584-9292
sleekbill in Email:johnsonchristopher@example.org
(GSTIN: 12345670 00070007 Site:https:/;www.mcconnell.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Defense hospital. 4.00

Analysis pull. 4.00

Others American weight. 3.00

Indicate police. 1.00

Total in words: four hundred and e-

ight point nine one

Bank Name Central Bank of California
Branch Name Raf CAMP

Bank Account Number 13263511

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 403.93 USD

DISCOUNT(3.41%): (-) 13.77
TAX:VAT (4.37%): 17.66 USD

TOTAL : 408.91 USD
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  13263511
Bank Swift Code      SBININBB250",PO Number :87,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 403.93  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.37%):  17.66 USD,INVOICE,TOTAL : 408.91 USD,"Total in words:  four hundred and e-
ight point nine one",Template1_Instance192.json
"Buyer :Brian Ryan
7425 Spencer Plaza Suite 354
West Elizabethbury, VT 91825 US
Tel:+(110)741-3335
Email:wuanthony@example.net
Site:https://www.young.com/",Invoice Date: 14-Dec-1998,DISCOUNT(2.33%): (-)  16.03,Due Date : 29-Jul-2014,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Invoice Date: 14-Dec-1998
Due Date : 29-Jul-2014
PO Number :64

Address:16424 Timothy Mission Buyer :Brian Ryan

Markville, AK 58294 US 7425 Spencer Plaza Suite 354
West Elizabethbury, VT 91825 US

Email:melvind0@example.net Tel:+(110)741-3335

sleekbill in Email:wuanthony@example.net

(GSTIN: 12345670 00070007 Site:https:/;www.young.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Young out create. 1.00

Life can woman. 2.00

Watch year himself. 6.00

Boy although or. 2.00

Total in words: seven hundred and f-

our point three six

Bank Name Central Bank of California
Branch Name Raf CAMP

Bank Account Number 16126119

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 687.90 EUR

DISCOUNT(2.33%): (-) 16.03
TAX:VAT (4.35%): 29.94 EUR

TOTAL : 704.36 EUR
","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  16126119
Bank Swift Code      SBININBB250",PO Number :64,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 687.90  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.35%):  29.94 EUR,TAX INVOICE,TOTAL : 704.36 EUR,"Total in words:  seven hundred and f-
our point three six",Template1_Instance193.json
"Bill to:Gene Barber
718 Oconnor Gardens
Lake Robertburgh, VI 75779 US
Tel:+(292)730-6252
Email:qcole@example.net
Site:https://www.villa-thornton.com/",Date: 18-Jan-1999,DISCOUNT(2.51%): (-)  15.49,Due Date : 06-Nov-1996,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","INVOICE

Date: 18-Jan-1999
Due Date : 06-Nov-1996
PO Number :85

Address:16424 Timothy Mission Bill to:Gene Barber
Markville, AK 58294 US 718 Oconnor Gardens
Lake Robertburgh, VI 75779 US
Email:melvind0@example.net Tel:+(292)730-6252
sleekbill in Email:qcole@example.net
(GSTIN: 12345670 00070007 Site:https://www.villa-thornton.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Resource visit. 4.00

Evening lay rule. 3.00

Event. 6.00

New ever. 1.00

Total in words: six hundred and thi-
rteen point two five

Bank Name State Bank of USA
Branch Name Raf CAMP

Bank Account Number 12064533
Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 617.28 EUR

DISCOUNT(2.51%): (-) 15.49
TAX:VAT (3.76%): 23.19 EUR

TOTAL : 613.25 EUR
","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  12064533
Bank Swift Code      SBININBB250",PO Number :85,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 617.28  EUR,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.76%):  23.19 EUR,INVOICE,TOTAL : 613.25 EUR,"Total in words:  six hundred and thi-
rteen point two five",Template1_Instance194.json
"Bill to:Diane Ramirez
290 James Course Suite 206
North Jennifer, KY 89335 US
Tel:+(348)969-9998
Email:amandasmith@example.org
Site:https://hunt-garza.com/",Date: 16-May-2009,DISCOUNT(1.13%): (-)  9.67,Due Date : 04-May-2019,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for your business!,"TAX INVOICE

Date: 16-May-2009
Due Date : 04-May-2019
PO Number :30

Address:16424 Timothy Mission Bill to:Diane Ramirez

Markville, AK 58294 US 290 James Course Suite 206
North Jennifer, KY 89335 US

Email:melvind0@example.net Tel:+(348)969-9998

sleekbill in Email:amandasmith@example.org

(GSTIN: 12345670 00070007 Site:https://hunt-garza.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
Occur including. 2.00

Kitchen study. 4.00

Eight service to hospital. 1.00

Artist job easy. 1.00

Feeling weight describe. 5.00

Total in words: eight hundred and sixt-

y-eight point four two SUB_TOTAL : 855.79 $
Bank Name State Bank of Europe DISCOUNT(1.13%): (-) 9.67
Branch Name Raf CAMP TAX:VAT (3.41%): 29.15 $

Bank Account Number 12645431
Bank Swift Code SBININBB250
TOTAL : 868.42 $

Thank you for your business!
","Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  12645431
Bank Swift Code      SBININBB250",PO Number :30,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 855.79  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.41%):  29.15 $,TAX INVOICE,TOTAL : 868.42 $,"Total in words:  eight hundred and sixt-
y-eight point four two",Template1_Instance195.json
"Buyer :Anthony Carson
991 Jaime Ways
Port Anna, SC 66083 US
Tel:+(447)970-6825
Email:acollins@example.net
Site:https://adkins.com/",Invoice Date: 19-Aug-2016,DISCOUNT(3.32%): (-)  11.96,Due Date : 16-May-2008,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","Address:16424 Timothy Mission
Markville, AK 58294 US

Email:melvin40@example.net
sleekbill in
(GSTIN: 12345670 00070007

TAX INVOICE

Invoice Date: 19-Aug-2016
Due Date : 16-May-2008
PO Number :87

Buyer :Anthony Carson

991 Jaime Ways

Port Anna, SC 66083 US
Tel:+(447)970-6825
Email:acollins@example.net
Site:https://adkins.com/

GSTIN: OG@AAMFCO376K124

ITEMS

QUANTITY

Rise open.

4.00

Place second.

1.00

Sell another green.

1.00

Firm article.

1.00

2.00

Improve team watch.

Total in words: three hundred and sixty-
-eight point seven three

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 13086426

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 360.36 USD

DISCOUNT(3.32%): (-) 11.96
TAX:VAT (4.44%): 16.01 USD

TOTAL : 368.73 USD
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  13086426
Bank Swift Code      SBININBB250",PO Number :87,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 360.36  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.44%):  16.01 USD,TAX INVOICE,TOTAL : 368.73 USD,"Total in words:  three hundred and sixty-
-eight point seven three",Template1_Instance196.json
"Bill to:James Andrews
6911 Smith Street
Deniseborough, PA 66674 US
Tel:+(651)236-6819
Email:raymondtaylor@example.com
Site:https://carpenter.biz/",Invoice Date: 29-Jul-2021,DISCOUNT(1.3%): (-)  6.16,Due Date : 21-Dec-2014,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"INVOICE

Invoice Date: 29-Jul-2021
Due Date : 21-Dec-2014
PO Number :99

Address:16424 Timothy Mission Bill to:James Andrews
Markville, AK 58294 US 6911 Smith Street

Deniseborough, PA 66674 US
Email:melvind0@example.net Tel:+(651)236-6819
sleekbill in Email:raymondtaylor@example.com
(GSTIN: 12345670 00070007 Site:https://carpenter.biz/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Participant open. 3.00

Enter north need. 1.00

Lead. 5.00

Total in words: four hundred and ninety-
-three point nine seven

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 15706965

Bank Swift Code SBININBB250

Note:Total payment due in 14 days.

SUB_TOTAL : 473.53 USD

DISCOUNT(1.3%): (-) 6.16
TAX:VAT (5.39%): 25.51 USD

TOTAL : 493.97 USD
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  15706965
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 473.53  USD,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.39%):  25.51 USD,INVOICE,TOTAL : 493.97 USD,"Total in words:  four hundred and ninety-
-three point nine seven",Template1_Instance197.json
"Bill to:Thomas Gregory
65111 Debra Prairie
Hallmouth, WA 31114 US
Tel:+(674)951-6593
Email:jennifercruz@example.com
Site:https://www.hughes-villarreal.com/",Date: 22-Jan-2019,DISCOUNT(1.15%): (-)  7.71,Due Date : 12-Jun-1993,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

Date: 22-Jan-2019
Due Date : 12-Jun-1993
PO Number :15

Address:16424 Timothy Mission Bill to: Thomas Gregory
Markville, AK 58294 US 65111 Debra Prairie

Hallmouth, WA 31114 US
Email:melvind0@example.net Tel:+(674)951-6593
sleekbill in Email:jennifercruz@example.com
(GSTIN: 12345670 00070007 Site:https://www.hughes-villarreal.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Tend think chance. 1.00

Support tree. 5.00

Itself fact carry. 3.00

Total in words: six hundred and eighty-
-four point eight four

Bank Name State Bank of California
Branch Name Raf CAMP

Bank Account Number 15846767

Bank Swift Code SBININBB250

Note:
This order is shipped through blue dart courier

SUB_TOTAL : 670.27 $

DISCOUNT(1.15%): (-) 7.71
TAX:VAT (5.06%): 33.94 $

TOTAL : 684.84 $
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15846767
Bank Swift Code      SBININBB250",PO Number :15,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 670.27  $,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.06%):  33.94 $,TAX INVOICE,TOTAL : 684.84 $,"Total in words:  six hundred and eighty-
-four point eight four",Template1_Instance198.json
"Bill to:Perry Jackson
720 Hensley Pines Suite 349
East Angela, MP 65342 US
Tel:+(507)364-8087
Email:walkersusan@example.net
Site:https://cline.com/",Invoice Date: 15-May-2004,DISCOUNT(4.38%): (-)  46.84,Due Date : 25-Sep-1998,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Invoice Date: 15-May-2004
Due Date : 25-Sep-1998
PO Number :57

Address:16424 Timothy Mission Bill to:Perry Jackson

Markville, AK 58294 US 720 Hensley Pines Suite 349
East Angela, MP 65342 US

Email:melvind0@example.net Tel:+(507)364-8087

sleekbill in Email:walkersusan@example.net

(GSTIN: 12345670 00070007 Site:https://cline.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY
State short and. 5.00

Leg water present. 4.00

Center cultural which. 1.00

Speech common. 4.00

Factor summer manage democratic. 1.00

Total in words: one thousand and ninet-

y-two point seven four SUB_TOTAL : 1069.48 $
Bank Name State Bank of California DISCOUNT(4.38%): (-) 46.84
Branch Name Raf CAMP TAX:VAT (5.43%): 58.13 $

Bank Account Number 19233856
Bank Swift Code SBININBB250
TOTAL : 1092.74 $

Note:Total payment due in 14 days.
","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  19233856
Bank Swift Code      SBININBB250",PO Number :57,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1069.48  $,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.43%):  58.13 $,TAX INVOICE,TOTAL : 1092.74 $,"Total in words:  one thousand and ninet-
y-two point seven four",Template1_Instance199.json
"Buyer :Kenneth Phillips
4817 Williams Tunnel Apt. 179
West Stanley, AR 96105 US
Tel:+(081)577-2718
Email:davidherrera@example.org
Site:https://young-robinson.com/",Date: 13-Dec-2016,DISCOUNT(3.18%): (-)  3.4,Due Date : 19-Jul-2001,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"TAX INVOICE

Date: 13-Dec-2016
Due Date : 19-Jul-2001
PO Number :46

Address:16424 Timothy Mission Buyer :Kenneth Phillips

Markville, AK 58294 US 4817 Williams Tunnel Apt. 179
West Stanley, AR 96105 US

Email:melvind0@example.net Tel:+(081)577-2718

sleekbill in Email:davidherrera@example.org

(GSTIN: 12345670 00070007 Site:https://young-robinson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

New staff myself. 1.00

Team. 5.00

Total in words: one hundred and sev-

en point four eight

Bank Name Central Bank of England
Branch Name Raf CAMP

Bank Account Number 12308351

Bank Swift Code SBININBB250

Thank you for choosing us!

SUB_TOTAL : 106.84 EUR

DISCOUNT(3.18%): (-) 3.4
TAX:VAT (3.25%): 3.47 EUR

TOTAL : 107.48 EUR
","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  12308351
Bank Swift Code      SBININBB250",PO Number :46,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 106.84  EUR,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.25%):  3.47 EUR,TAX INVOICE,TOTAL : 107.48 EUR,"Total in words:  one hundred and sev-
en point four eight",Template1_Instance2.json
"Buyer :John Lawson
65976 Shane Flat Apt. 654
Janetmouth, ID 41734 US
Tel:+(907)929-8719
Email:hammondholly@example.com
Site:https://robertson.com/",Date: 17-Apr-2018,DISCOUNT(3.22%): (-)  33.41,Due Date : 17-Jun-2017,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Note:Total payment due in 14 days.,"TAX INVOICE

Date: 17-Apr-2018
Due Date : 17-Jun-2017
PO Number :65

Address:16424 Timothy Mission Buyer :John Lawson

Markville, AK 58294 US 65976 Shane Flat Apt. 654
Janetmouth, ID 41734 US

Email:melvind0@example.net Tel:+(907)929-8719

sleekbill in Email:hammondholly@example.com

(GSTIN: 12345670 00070007 Site:https://robertson.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Pass. 1.00

Provide fear. 6.00

Full at. 2.00

Our receive step. 3.00

Along hour. 3.00

Total in words: one thousand and seven-

ty-one point eight nine SUB_TOTAL : 1037.57 USD
Bank Name State Bank of USA DISCOUNT(3.22%): (-) 33.41
Branch Name Raf CAMP TAX:VAT (6.17%): 63.99 USD

Bank Account Number 11539956
Bank Swift Code SBININBB250
TOTAL : 1071.89 USD

Note:Total payment due in 14 days.
","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  11539956
Bank Swift Code      SBININBB250",PO Number :65,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 1037.57  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.17%):  63.99 USD,TAX INVOICE,TOTAL : 1071.89 USD,"Total in words:  one thousand and seven-
ty-one point eight nine",Template1_Instance20.json
"Bill to:James Diaz
35003 Mark Forest Apt. 586
Lake Ronaldton, CA 36947 US
Tel:+(409)452-2450
Email:theresacook@example.com
Site:http://www.miller.com/",Invoice Date: 11-Mar-2016,DISCOUNT(4.35%): (-)  31.37,Due Date : 11-Mar-2009,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","COMMERCIAL INVOICE

Invoice Date: 11-Mar-2016
Due Date : 11-Mar-2009
PO Number :74

Address:16424 Timothy Mission Bill to:James Diaz
Markville, AK 58294 US 35003 Mark Forest Apt. 586

Lake Ronaldton, CA 36947 US
Email:melvind0@example.net Tel:+(409)452-2450
sleekbill in Email:theresacook@example.com
(GSTIN: 12345670 00070007 Site:http://www.miller.com/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

Number everybody. 1.00

Experience family station assume. 6.00

Figure body. 2.00

Point blue out. 1.00

Total in words: seven hundred and twent-
y-eight point zero five

Bank Name Central Bank of Texas
Branch Name Raf CAMP

Bank Account Number 15737646

Bank Swift Code SBININBB250

Note: All payments to be made in cash.
Contact us for queries on these quotations.

SUB_TOTAL : 721.05 USD

DISCOUNT(4.35%): (-) 31.37
TAX:VAT (5.19%): 37.43 USD

TOTAL : 728.05 USD
","Bank Name           Central Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  15737646
Bank Swift Code      SBININBB250",PO Number :74,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 721.05  USD,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.19%):  37.43 USD,COMMERCIAL INVOICE,TOTAL : 728.05 USD,"Total in words:  seven hundred and twent-
y-eight point zero five",Template1_Instance21.json
"Bill to:Susan Ryan
5691 Myers Path Apt. 109
Lake Nicholas, MD 31568 US
Tel:+(189)984-0819
Email:oevans@example.com
Site:https://mason.info/",Invoice Date: 14-Nov-1999,DISCOUNT(1.04%): (-)  9.53,Due Date : 07-Dec-2018,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],,Thank you for choosing us!,"INVOICE

Invoice Date: 14-Nov-1999
Due Date : 07-Dec-2018
PO Number :92

Address:16424 Timothy Mission Bill to:Susan Ryan

Markville, AK 58294 US 5691 Myers Path Apt. 109
Lake Nicholas, MD 31568 US

Email:melvind0@example.net Tel:+(189)984-0819

sleekbill in Email:oevans@example.com

(GSTIN: 12345670 00070007 Site:https://mason.info/

GSTIN: OG@AAMFCO376K124

ITEMS QUANTITY

News film. 2.00

Attention ready radio. 1.00

Staff two officer amount. 3.00

Class future. 4.00

Say project. 5.00

Total in words: nine hundred and thir-

ty-one point zero nine SUB_TOTAL : 916.41 USD
Bank Name State Bank of Texas DISCOUNT(1.04%): (-) 9.53
Branch Name Raf CAMP TAX:VAT (6.03%): 55.28 USD

Bank Account Number 12438592
Bank Swift Code SBININBB250
TOTAL : 931.09 USD

Thank you for choosing us!
","Bank Name           State Bank of Texas
Branch Name          Raf CAMP
Bank Account Number  12438592
Bank Swift Code      SBININBB250",PO Number :92,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,SUB_TOTAL : 916.41  USD,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.03%):  55.28 USD,INVOICE,TOTAL : 931.09 USD,"Total in words:  nine hundred and thir-
ty-one point zero nine",Template1_Instance22.json
