BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,INVOICE_INFO,NOTE,NUMBER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"Bill to:Victoria Robinson
204 Lucas Crossroad Apt. 921
Port Thomas, RI 16111 US
Tel:+(908)569-6530
Email:farrellgeorge@example.org
Site:https://www.newton.biz/",204 Lucas Crossroad Apt. 921,"Port Thomas, RI 16111 US",,farrellgeorge@example.org,Bill to:Victoria Robinson,"Bill to:Victoria Robinson | 204 Lucas Crossroad Apt. 921 | Port Thomas, RI 16111 US | Tel:+(908)569-6530 | Email:farrellgeorge@example.org | Site:https://www.newton.biz/",https://www.newton.biz/,+(908)569-6530,USD,Invoice Date: 03-Mar-2006,2006-03-03,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 3869-056,PO Number :36,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 135.85  $,135.85,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.98%):  5.41 $,5.41,BALANCE DUE : 137.84 $,137.84,"Total in words:  one hundred and thirty-
-seven point eight four",Template5_Instance139.json
"Bill to:Darren Wilson
8683 Franco Park Suite 487
Lake Kennethmouth, DE 95468 US
Tel:+(685)504-7825
Email:qfernandez@example.net
Site:https://jenkins.biz/",8683 Franco Park Suite 487,"Lake Kennethmouth, DE 95468 US",,qfernandez@example.net,Bill to:Darren Wilson,"Bill to:Darren Wilson | 8683 Franco Park Suite 487 | Lake Kennethmouth, DE 95468 US | Tel:+(685)504-7825 | Email:qfernandez@example.net | Site:https://jenkins.biz/",https://jenkins.biz/,+(685)504-7825,USD,Date: 28-Feb-2000,2000-02-28,,[],Thank you for choosing us!,Invoice number 1Y7M5d-832,PO Number :63,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 198.10  $,198.1,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.36%):  10.62 $,10.62,BALANCE DUE : 202.06 $,202.06,"Total in words:  two hundred and t-
wo point zero six",Template5_Instance14.json
"Bill to:Jennifer Sanchez
5736 Charles Road
West Timothy, ME 33970 US
Tel:+(333)131-6382
Email:smithrobert@example.org
Site:http://www.phillips-fleming.com/",5736 Charles Road,"West Timothy, ME 33970 US",,smithrobert@example.org,Bill to:Jennifer Sanchez,"Bill to:Jennifer Sanchez | 5736 Charles Road | West Timothy, ME 33970 US | Tel:+(333)131-6382 | Email:smithrobert@example.org | Site:http://www.phillips-fleming.com/",http://www.phillips-fleming.com/,+(333)131-6382,EUR,Date: 02-Jul-2002,2002-07-02,,[],Thank you for choosing us!,INVOICE ID INV/52-40/477,PO Number :06,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 200.66  EUR,200.66,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.26%):  8.56 EUR,8.56,BALANCE DUE : 200.59 EUR,200.59,"Total in words:  two hundred p-
oint five nine",Template5_Instance140.json
"Buyer :Mrs. Laura Butler
64879 Long Overpass
Amyview, OH 20394 US
Tel:+(679)366-6178
Email:heather46@example.net
Site:https://www.leonard.org/",64879 Long Overpass,"Amyview, OH 20394 US",,heather46@example.net,Buyer :Mrs. Laura Butler,"Buyer :Mrs. Laura Butler | 64879 Long Overpass | Amyview, OH 20394 US | Tel:+(679)366-6178 | Email:heather46@example.net | Site:https://www.leonard.org/",https://www.leonard.org/,+(679)366-6178,USD,Invoice Date: 07-Apr-2020,2020-04-07,,[],"Note:
This order is shipped through blue dart courier",Invoice number 4Y1M2d-508,PO Number :85,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 591.17  $,591.17,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.67%):  21.69 $,21.69,BALANCE DUE : 584.48 $,584.48,"Total in words:  five hundred and eight-
y-four point four eight",Template5_Instance141.json
"Bill to:Stephanie Castro
44321 Barrera Meadows Suite 623
Clarkshire, CT 45089 US
Tel:+(705)769-4329
Email:elizabethpeterson@example.net
Site:http://www.espinoza.com/",44321 Barrera Meadows Suite 623,"Clarkshire, CT 45089 US",,elizabethpeterson@example.net,Bill to:Stephanie Castro,"Bill to:Stephanie Castro | 44321 Barrera Meadows Suite 623 | Clarkshire, CT 45089 US | Tel:+(705)769-4329 | Email:elizabethpeterson@example.net | Site:http://www.espinoza.com/",http://www.espinoza.com/,+(705)769-4329,USD,Invoice Date: 13-Aug-2018,2018-08-13,,[],Thank you for choosing us!,Invoice number 9061-163,PO Number :54,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 684.12  $,684.12,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.56%):  44.89 $,44.89,BALANCE DUE : 702.81 $,702.81,"Total in words:  seven hundred and -
two point eight one",Template5_Instance142.json
"Buyer :Abigail Harris
19247 Smith Pines Apt. 777
New Ashleymouth, FM 20738 US
Tel:+(944)156-7857
Email:perezjohnathan@example.com
Site:http://coffey-white.com/",19247 Smith Pines Apt. 777,"New Ashleymouth, FM 20738 US",,perezjohnathan@example.com,Buyer :Abigail Harris,"Buyer :Abigail Harris | 19247 Smith Pines Apt. 777 | New Ashleymouth, FM 20738 US | Tel:+(944)156-7857 | Email:perezjohnathan@example.com | Site:http://coffey-white.com/",http://coffey-white.com/,+(944)156-7857,USD,Invoice Date: 24-Apr-1995,1995-04-24,,[],"Note:
This order is shipped through blue dart courier",INVOICE # INV/70-02/655,PO Number :02,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 712.87  $,712.87,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.77%):  34.02 $,34.02,BALANCE DUE : 718.38 $,718.38,"Total in words:  seven hundred and eigh-
teen point three eight",Template5_Instance143.json
"Bill to:Laura Harrison
7025 Michael Route Apt. 610
New Alanchester, AS 38594 US
Tel:+(623)874-1833
Email:juan78@example.org
Site:http://taylor.biz/",7025 Michael Route Apt. 610,"New Alanchester, AS 38594 US",,juan78@example.org,Bill to:Laura Harrison,"Bill to:Laura Harrison | 7025 Michael Route Apt. 610 | New Alanchester, AS 38594 US | Tel:+(623)874-1833 | Email:juan78@example.org | Site:http://taylor.biz/",http://taylor.biz/,+(623)874-1833,EUR,Invoice Date: 18-Jan-1997,1997-01-18,,[],Thank you for your business!,INVOICE ID INV63072827,PO Number :08,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 89.59  EUR,89.59,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.28%):  5.62 EUR,5.62,BALANCE DUE : 94.12 EUR,94.12,"Total in words:  ninety-four -
point one two",Template5_Instance144.json
"Bill to:Jennifer Parsons
456 Amanda Harbors
West Melanieside, MP 55569 US
Tel:+(239)497-0156
Email:evansvalerie@example.org
Site:http://cox-edwards.com/",456 Amanda Harbors,"West Melanieside, MP 55569 US",,evansvalerie@example.org,Bill to:Jennifer Parsons,"Bill to:Jennifer Parsons | 456 Amanda Harbors | West Melanieside, MP 55569 US | Tel:+(239)497-0156 | Email:evansvalerie@example.org | Site:http://cox-edwards.com/",http://cox-edwards.com/,+(239)497-0156,EUR,Invoice Date: 05-Jul-2010,2010-07-05,,[],Thank you for choosing us!,INVOICE ID 1927-937,PO Number :89,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 419.68  EUR,419.68,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.79%):  15.89 EUR,15.89,BALANCE DUE : 428.73 EUR,428.73,"Total in words:  four hundred and twenty-
-eight point seven three",Template5_Instance145.json
"Bill to:Sherry Garrett
976 Kevin Course
Baldwinmouth, MO 52700 US
Tel:+(210)619-4917
Email:murraykevin@example.org
Site:https://wade.com/",976 Kevin Course,"Baldwinmouth, MO 52700 US",,murraykevin@example.org,Bill to:Sherry Garrett,"Bill to:Sherry Garrett | 976 Kevin Course | Baldwinmouth, MO 52700 US | Tel:+(210)619-4917 | Email:murraykevin@example.org | Site:https://wade.com/",https://wade.com/,+(210)619-4917,EUR,Date: 02-Oct-2015,2015-10-02,,[],Thank you for your business!,Invoice number 1Y2M1d-847,PO Number :51,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 916.37  EUR,916.37,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.95%):  36.22 EUR,36.22,BALANCE DUE : 930.23 EUR,930.23,"Total in words:  nine hundred and th-
irty point two three",Template5_Instance146.json
"Buyer :David Hogan
5270 Lauren Islands Suite 667
Port Kevinside, KY 20127 US
Tel:+(931)028-8202
Email:nancy84@example.com
Site:http://www.anderson-campos.biz/",5270 Lauren Islands Suite 667,"Port Kevinside, KY 20127 US",,nancy84@example.com,Buyer :David Hogan,"Buyer :David Hogan | 5270 Lauren Islands Suite 667 | Port Kevinside, KY 20127 US | Tel:+(931)028-8202 | Email:nancy84@example.com | Site:http://www.anderson-campos.biz/",http://www.anderson-campos.biz/,+(931)028-8202,USD,Invoice Date: 06-Jul-1993,1993-07-06,,[],Thank you for your business!,INVOICE # INV31854676,PO Number :21,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 649.83  $,649.83,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.43%):  41.78 $,41.78,BALANCE DUE : 670.88 $,670.88,"Total in words:  six hundred and seve-
nty point eight eight",Template5_Instance147.json
"Bill to:Susan Lowe
30980 Shannon Mills
West Danielside, VI 41037 US
Tel:+(431)369-2899
Email:jonesann@example.org
Site:http://webster-hurst.com/",30980 Shannon Mills,"West Danielside, VI 41037 US",,jonesann@example.org,Bill to:Susan Lowe,"Bill to:Susan Lowe | 30980 Shannon Mills | West Danielside, VI 41037 US | Tel:+(431)369-2899 | Email:jonesann@example.org | Site:http://webster-hurst.com/",http://webster-hurst.com/,+(431)369-2899,USD,Date: 23-Jun-2004,2004-06-23,,[],Thank you for choosing us!,INVOICE ID INV/20-27/182,PO Number :83,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 835.62  $,835.62,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.67%):  39.01 $,39.01,BALANCE DUE : 860.51 $,860.51,"Total in words:  eight hundred and s-
ixty point five one",Template5_Instance148.json
"Buyer :Danielle Bradley
88360 Casey Brook Suite 449
Jordanborough, MT 01670 US
Tel:+(199)547-9531
Email:riverajanice@example.org
Site:https://www.harris.com/",88360 Casey Brook Suite 449,"Jordanborough, MT 01670 US",,riverajanice@example.org,Buyer :Danielle Bradley,"Buyer :Danielle Bradley | 88360 Casey Brook Suite 449 | Jordanborough, MT 01670 US | Tel:+(199)547-9531 | Email:riverajanice@example.org | Site:https://www.harris.com/",https://www.harris.com/,+(199)547-9531,USD,Date: 02-Apr-2012,2012-04-02,,[],Thank you for your business!,INVOICE ID 3Y5M3d-707,PO Number :93,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 569.48  USD,569.48,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.35%):  24.79 USD,24.79,BALANCE DUE : 584.25 USD,584.25,"Total in words:  five hundred and eigh-
ty-four point two five",Template5_Instance149.json
"Bill to:Tina Durham
221 Sims Pike
West Nicholeton, PA 63841 US
Tel:+(628)074-9980
Email:colejake@example.org
Site:https://www.thomas.info/",221 Sims Pike,"West Nicholeton, PA 63841 US",,colejake@example.org,Bill to:Tina Durham,"Bill to:Tina Durham | 221 Sims Pike | West Nicholeton, PA 63841 US | Tel:+(628)074-9980 | Email:colejake@example.org | Site:https://www.thomas.info/",https://www.thomas.info/,+(628)074-9980,EUR,Invoice Date: 15-Jan-2022,2022-01-15,,[],Thank you for choosing us!,INVOICE # 8446-658,PO Number :67,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 680.94  EUR,680.94,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.68%):  45.49 EUR,45.49,BALANCE DUE : 716.83 EUR,716.83,"Total in words:  seven hundred and six-
teen point eight three",Template5_Instance15.json
"Bill to:Robert Bell
88768 Nguyen Tunnel Apt. 961
Lake Michelleborough, MT 57165 US
Tel:+(679)766-6916
Email:mwilliams@example.net
Site:https://novak.info/",88768 Nguyen Tunnel Apt. 961,"Lake Michelleborough, MT 57165 US",,mwilliams@example.net,Bill to:Robert Bell,"Bill to:Robert Bell | 88768 Nguyen Tunnel Apt. 961 | Lake Michelleborough, MT 57165 US | Tel:+(679)766-6916 | Email:mwilliams@example.net | Site:https://novak.info/",https://novak.info/,+(679)766-6916,USD,Date: 19-Feb-1993,1993-02-19,,[],Thank you for your business!,INVOICE # INV51064534,PO Number :34,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 664.31  USD,664.31,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.20%):  34.56 USD,34.56,BALANCE DUE : 674.82 USD,674.82,"Total in words:  six hundred and sevent-
y-four point eight two",Template5_Instance150.json
"Bill to:Kristopher Duncan
5769 Taylor Heights Apt. 790
South Christinaburgh, TX 92231 US
Tel:+(871)599-9587
Email:sschroeder@example.net
Site:http://brown.info/",5769 Taylor Heights Apt. 790,"South Christinaburgh, TX 92231 US",,sschroeder@example.net,Bill to:Kristopher Duncan,"Bill to:Kristopher Duncan | 5769 Taylor Heights Apt. 790 | South Christinaburgh, TX 92231 US | Tel:+(871)599-9587 | Email:sschroeder@example.net | Site:http://brown.info/",http://brown.info/,+(871)599-9587,EUR,Date: 21-Jun-1996,1996-06-21,,[],Thank you for choosing us!,Invoice number 4084-032,PO Number :92,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 390.06  EUR,390.06,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.45%):  25.16 EUR,25.16,BALANCE DUE : 406.44 EUR,406.44,"Total in words:  four hundred and s-
ix point four four",Template5_Instance151.json
"Buyer :Gloria Griffin
3069 Rick Crossing Apt. 040
Georgebury, WV 79168 US
Tel:+(718)029-2970
Email:rachelwang@example.org
Site:http://www.peterson.com/",3069 Rick Crossing Apt. 040,"Georgebury, WV 79168 US",,rachelwang@example.org,Buyer :Gloria Griffin,"Buyer :Gloria Griffin | 3069 Rick Crossing Apt. 040 | Georgebury, WV 79168 US | Tel:+(718)029-2970 | Email:rachelwang@example.org | Site:http://www.peterson.com/",http://www.peterson.com/,+(718)029-2970,EUR,Date: 02-Feb-2002,2002-02-02,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 4291-900,PO Number :42,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 649.89  EUR,649.89,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.98%):  25.88 EUR,25.88,BALANCE DUE : 644.12 EUR,644.12,"Total in words:  six hundred and fort-
y-four point one two",Template5_Instance152.json
"Buyer :Jason Costa
508 Schmidt Ramp
Roseview, WI 79683 US
Tel:+(018)580-0375
Email:stephanieanderson@example.com
Site:https://singh.com/",508 Schmidt Ramp,"Roseview, WI 79683 US",,stephanieanderson@example.com,Buyer :Jason Costa,"Buyer :Jason Costa | 508 Schmidt Ramp | Roseview, WI 79683 US | Tel:+(018)580-0375 | Email:stephanieanderson@example.com | Site:https://singh.com/",https://singh.com/,+(018)580-0375,EUR,Invoice Date: 19-Jun-2012,2012-06-19,,[],Thank you for choosing us!,INVOICE ID INV/03-16/685,PO Number :35,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 784.29  EUR,784.29,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.85%):  45.88 EUR,45.88,BALANCE DUE : 812.13 EUR,812.13,"Total in words:  eight hundred and tw-
elve point one three",Template5_Instance153.json
"Bill to:Evelyn Norris
32279 Salazar Lakes Apt. 201
Hubbardton, AK 23269 US
Tel:+(159)169-8072
Email:jfoster@example.net
Site:http://www.salinas.com/",32279 Salazar Lakes Apt. 201,"Hubbardton, AK 23269 US",,jfoster@example.net,Bill to:Evelyn Norris,"Bill to:Evelyn Norris | 32279 Salazar Lakes Apt. 201 | Hubbardton, AK 23269 US | Tel:+(159)169-8072 | Email:jfoster@example.net | Site:http://www.salinas.com/",http://www.salinas.com/,+(159)169-8072,USD,Invoice Date: 26-Nov-1994,1994-11-26,,[],Thank you for choosing us!,Invoice number INV29672678,PO Number :43,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 348.42  $,348.42,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.75%):  20.03 $,20.03,BALANCE DUE : 359.63 $,359.63,"Total in words:  three hundred and fift-
y-nine point six three",Template5_Instance154.json
"Bill to:Joshua Moore
64241 Johnson Rest Apt. 472
New Alison, AZ 51799 US
Tel:+(828)185-2921
Email:frankyoung@example.net
Site:https://price-patterson.com/",64241 Johnson Rest Apt. 472,"New Alison, AZ 51799 US",,frankyoung@example.net,Bill to:Joshua Moore,"Bill to:Joshua Moore | 64241 Johnson Rest Apt. 472 | New Alison, AZ 51799 US | Tel:+(828)185-2921 | Email:frankyoung@example.net | Site:https://price-patterson.com/",https://price-patterson.com/,+(828)185-2921,USD,Invoice Date: 21-Feb-1994,1994-02-21,,[],Thank you for your business!,INVOICE # 9Y1M1d-438,PO Number :07,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 582.21  $,582.21,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.51%):  32.09 $,32.09,BALANCE DUE : 606.73 $,606.73,"Total in words:  six hundred and si-
x point seven three",Template5_Instance155.json
"Bill to:Taylor Jones
77235 Parker Gateway Apt. 509
Hendersonmouth, TN 20095 US
Tel:+(479)313-1691
Email:sdean@example.com
Site:http://www.maddox.com/",77235 Parker Gateway Apt. 509,"Hendersonmouth, TN 20095 US",,sdean@example.com,Bill to:Taylor Jones,"Bill to:Taylor Jones | 77235 Parker Gateway Apt. 509 | Hendersonmouth, TN 20095 US | Tel:+(479)313-1691 | Email:sdean@example.com | Site:http://www.maddox.com/",http://www.maddox.com/,+(479)313-1691,EUR,Date: 13-Mar-2007,2007-03-13,,[],Note:Total payment due in 14 days.,Invoice number 2520-262,PO Number :31,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 432.86  EUR,432.86,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.23%):  13.97 EUR,13.97,BALANCE DUE : 437.83 EUR,437.83,"Total in words:  four hundred and thirty-
-seven point eight three",Template5_Instance156.json
"Bill to:James Wright
443 Edwards Radial
Port Dawn, NV 71924 US
Tel:+(987)408-5057
Email:diane92@example.org
Site:https://bell-petersen.com/",443 Edwards Radial,"Port Dawn, NV 71924 US",,diane92@example.org,Bill to:James Wright,"Bill to:James Wright | 443 Edwards Radial | Port Dawn, NV 71924 US | Tel:+(987)408-5057 | Email:diane92@example.org | Site:https://bell-petersen.com/",https://bell-petersen.com/,+(987)408-5057,USD,Date: 02-Aug-2022,2022-08-02,,[],Thank you for choosing us!,Invoice number INV/55-52/084,PO Number :54,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 803.20  $,803.2,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.63%):  29.16 $,29.16,BALANCE DUE : 810.11 $,810.11,"Total in words:  eight hundred and-
ten point one one",Template5_Instance157.json
"Bill to:Alan Armstrong
9564 Sullivan Stravenue
Elliottshire, AL 56714 US
Tel:+(692)602-4051
Email:batesnatasha@example.org
Site:http://miller.com/",9564 Sullivan Stravenue,"Elliottshire, AL 56714 US",,batesnatasha@example.org,Bill to:Alan Armstrong,"Bill to:Alan Armstrong | 9564 Sullivan Stravenue | Elliottshire, AL 56714 US | Tel:+(692)602-4051 | Email:batesnatasha@example.org | Site:http://miller.com/",http://miller.com/,+(692)602-4051,USD,Date: 05-May-2015,2015-05-05,,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/82-02/498,PO Number :45,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 702.56  USD,702.56,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.19%):  36.47 USD,36.47,BALANCE DUE : 724.28 USD,724.28,"Total in words:  seven hundred and twen-
ty-four point two eight",Template5_Instance158.json
"Bill to:Kellie Patterson
7763 Robert Squares Suite 193
North Davidland, TN 78394 US
Tel:+(593)311-0519
Email:jonesrichard@example.org
Site:https://www.gomez.com/",7763 Robert Squares Suite 193,"North Davidland, TN 78394 US",,jonesrichard@example.org,Bill to:Kellie Patterson,"Bill to:Kellie Patterson | 7763 Robert Squares Suite 193 | North Davidland, TN 78394 US | Tel:+(593)311-0519 | Email:jonesrichard@example.org | Site:https://www.gomez.com/",https://www.gomez.com/,+(593)311-0519,USD,Date: 28-Sep-1998,1998-09-28,,[],Thank you for your business!,INVOICE # 7568-279,PO Number :90,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 192.20  USD,192.2,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.30%):  10.19 USD,10.19,BALANCE DUE : 199.47 USD,199.47,"Total in words:  one hundred and ninety-
-nine point four seven",Template5_Instance159.json
"Buyer :Rhonda Mendez
7141 Sara Port Suite 644
North Jacobmouth, PW 57946 US
Tel:+(076)882-3565
Email:francojoseph@example.net
Site:https://www.griffith-fuentes.com/",7141 Sara Port Suite 644,"North Jacobmouth, PW 57946 US",,francojoseph@example.net,Buyer :Rhonda Mendez,"Buyer :Rhonda Mendez | 7141 Sara Port Suite 644 | North Jacobmouth, PW 57946 US | Tel:+(076)882-3565 | Email:francojoseph@example.net | Site:https://www.griffith-fuentes.com/",https://www.griffith-fuentes.com/,+(076)882-3565,USD,Invoice Date: 20-Mar-1996,1996-03-20,,[],"Note:
This order is shipped through blue dart courier",INVOICE ID INV12210426,PO Number :91,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,"Johnburgh, ID 41900 US",,,,Address:233 Foster Gardens,"Address:233 Foster Gardens | Johnburgh, ID 41900 US",,,SUB_TOTAL : 1566.99  USD,6.99,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.54%):  55.45 USD,55.45,BALANCE DUE : 1597.52 USD,7.52,"Total in words:  one thousand, five hundred an-
d ninety-seven point five two",Template5_Instance16.json
