BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT_AMOUNT,GST(7%),GSTIN,INVOICE_INFO,NUMBER,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"Bill to:Brian Joseph
38776 Daniel Plaza
Lake Justin, MD 90892 US
Tel:+(586)571-8675
Email:isaacrussell@example.com
Site:https://www.roberts.org/",38776 Daniel Plaza,"Lake Justin, MD 90892 US",,isaacrussell@example.com,Bill to:Brian Joseph,"Bill to:Brian Joseph | 38776 Daniel Plaza | Lake Justin, MD 90892 US | Tel:+(586)571-8675 | Email:isaacrussell@example.com | Site:https://www.roberts.org/",https://www.roberts.org/,+(586)571-8675,USD,Date: 17-Feb-2017,2017-02-17,,GST(7%) : 31.10,GSTIN: 33123456789102Z1,[],INVOICE # 0853-418,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 444.34  USD,444.34,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 455.14 USD,455.14,Template2_Instance144.json
"Buyer :Jennifer Hawkins
0387 Matthew Neck Suite 477
North Donald, SC 69484 US
Tel:+(709)075-5401
Email:gary83@example.com
Site:https://www.berg.com/",0387 Matthew Neck Suite 477,"North Donald, SC 69484 US",,gary83@example.com,Buyer :Jennifer Hawkins,"Buyer :Jennifer Hawkins | 0387 Matthew Neck Suite 477 | North Donald, SC 69484 US | Tel:+(709)075-5401 | Email:gary83@example.com | Site:https://www.berg.com/",https://www.berg.com/,+(709)075-5401,EUR,Invoice Date: 18-Nov-1993,1993-11-18,,GST(7%) : 42.75,GSTIN: 33123456789102Z1,[],INVOICE ID 8Y8M6d-452,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 610.66  EUR,610.66,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 630.38 EUR,630.38,Template2_Instance145.json
"Buyer :David Moore
16184 Smith Isle
Lake Angela, MT 89666 US
Tel:+(384)450-2316
Email:annettecampbell@example.net
Site:https://www.johnson.biz/",16184 Smith Isle,"Lake Angela, MT 89666 US",,annettecampbell@example.net,Buyer :David Moore,"Buyer :David Moore | 16184 Smith Isle | Lake Angela, MT 89666 US | Tel:+(384)450-2316 | Email:annettecampbell@example.net | Site:https://www.johnson.biz/",https://www.johnson.biz/,+(384)450-2316,USD,Invoice Date: 25-Jun-1999,1999-06-25,,GST(7%) : 32.46,GSTIN: 33123456789102Z1,[],Invoice number INV/50-68/780,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 463.69  $,463.69,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 470.70 $,470.7,Template2_Instance146.json
"Buyer :Lisa Taylor
06356 Hart Valleys Suite 926
Corteztown, TN 29754 US
Tel:+(990)377-6252
Email:simmonsmaria@example.com
Site:http://clark.com/",06356 Hart Valleys Suite 926,"Corteztown, TN 29754 US",,simmonsmaria@example.com,Buyer :Lisa Taylor,"Buyer :Lisa Taylor | 06356 Hart Valleys Suite 926 | Corteztown, TN 29754 US | Tel:+(990)377-6252 | Email:simmonsmaria@example.com | Site:http://clark.com/",http://clark.com/,+(990)377-6252,USD,Invoice Date: 17-Apr-1995,1995-04-17,,GST(7%) : 17.48,GSTIN: 33123456789102Z1,[],INVOICE # 2Y2M4d-720,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 249.75  USD,249.75,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 251.14 USD,251.14,Template2_Instance147.json
"Bill to:Janet Riley
68768 Kristy Court Apt. 821
Tarabury, TN 63998 US
Tel:+(972)705-6820
Email:nhester@example.net
Site:http://wang-sanchez.com/",68768 Kristy Court Apt. 821,"Tarabury, TN 63998 US",,nhester@example.net,Bill to:Janet Riley,"Bill to:Janet Riley | 68768 Kristy Court Apt. 821 | Tarabury, TN 63998 US | Tel:+(972)705-6820 | Email:nhester@example.net | Site:http://wang-sanchez.com/",http://wang-sanchez.com/,+(972)705-6820,USD,Date: 30-Dec-1998,1998-12-30,,GST(7%) : 22.03,GSTIN: 33123456789102Z1,[],INVOICE # 1631-627,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 314.66  USD,314.66,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 318.93 USD,318.93,Template2_Instance148.json
"Buyer :Arthur Cobb
19279 Rose Estate
Charleschester, WY 16456 US
Tel:+(321)629-1618
Email:lchristensen@example.net
Site:http://patrick.info/",19279 Rose Estate,"Charleschester, WY 16456 US",,lchristensen@example.net,Buyer :Arthur Cobb,"Buyer :Arthur Cobb | 19279 Rose Estate | Charleschester, WY 16456 US | Tel:+(321)629-1618 | Email:lchristensen@example.net | Site:http://patrick.info/",http://patrick.info/,+(321)629-1618,USD,Date: 14-Mar-1993,1993-03-14,,GST(7%) : 60.83,GSTIN: 33123456789102Z1,[],INVOICE # 8511-462,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 868.99  USD,868.99,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 901.99 USD,901.99,Template2_Instance149.json
"Bill to:Robert Wood
8431 Huerta Loop Suite 914
Fritzborough, WY 15156 US
Tel:+(310)903-5304
Email:taylordrake@example.org
Site:https://berry.com/",8431 Huerta Loop Suite 914,"Fritzborough, WY 15156 US",,taylordrake@example.org,Bill to:Robert Wood,"Bill to:Robert Wood | 8431 Huerta Loop Suite 914 | Fritzborough, WY 15156 US | Tel:+(310)903-5304 | Email:taylordrake@example.org | Site:https://berry.com/",https://berry.com/,+(310)903-5304,USD,Invoice Date: 18-Nov-2008,2008-11-18,,GST(7%) : 34.98,GSTIN: 33123456789102Z1,[],INVOICE ID INV10894599,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 499.77  USD,499.77,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 510.58 USD,510.58,Template2_Instance15.json
"Bill to:Christopher Tucker
1584 Ashley Drive
Mitchellbury, ND 30442 US
Tel:+(055)801-2432
Email:greg36@example.com
Site:https://rogers.org/",1584 Ashley Drive,"Mitchellbury, ND 30442 US",,greg36@example.com,Bill to:Christopher Tucker,"Bill to:Christopher Tucker | 1584 Ashley Drive | Mitchellbury, ND 30442 US | Tel:+(055)801-2432 | Email:greg36@example.com | Site:https://rogers.org/",https://rogers.org/,+(055)801-2432,USD,Date: 14-Aug-2022,2022-08-14,,GST(7%) : 59.72,GSTIN: 33123456789102Z1,[],INVOICE ID 3Y7M8d-222,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 853.18  USD,853.18,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 863.56 USD,863.56,Template2_Instance150.json
"Bill to:Terry Gonzales
8664 Robert Harbors
Lake Courtneyside, NV 35213 US
Tel:+(109)974-6407
Email:ysantana@example.com
Site:https://www.peterson.net/",8664 Robert Harbors,"Lake Courtneyside, NV 35213 US",,ysantana@example.com,Bill to:Terry Gonzales,"Bill to:Terry Gonzales | 8664 Robert Harbors | Lake Courtneyside, NV 35213 US | Tel:+(109)974-6407 | Email:ysantana@example.com | Site:https://www.peterson.net/",https://www.peterson.net/,+(109)974-6407,USD,Invoice Date: 21-Aug-2015,2015-08-21,,GST(7%) : 51.35,GSTIN: 33123456789102Z1,[],INVOICE # 6Y2M9d-406,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 733.53  USD,733.53,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 731.66 USD,731.66,Template2_Instance151.json
"Bill to:Hannah Ross
4571 Christopher Curve
North Danielleburgh, MS 69733 US
Tel:+(919)089-3974
Email:harveyalexandra@example.net
Site:https://johnson.biz/",4571 Christopher Curve,"North Danielleburgh, MS 69733 US",,harveyalexandra@example.net,Bill to:Hannah Ross,"Bill to:Hannah Ross | 4571 Christopher Curve | North Danielleburgh, MS 69733 US | Tel:+(919)089-3974 | Email:harveyalexandra@example.net | Site:https://johnson.biz/",https://johnson.biz/,+(919)089-3974,EUR,Date: 14-Sep-1999,1999-09-14,,GST(7%) : 29.10,GSTIN: 33123456789102Z1,[],INVOICE ID INV/32-05/056,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 415.77  EUR,415.77,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 425.06 EUR,425.06,Template2_Instance152.json
"Bill to:Kelly Greene
4428 Oconnor Groves
North Stephanie, AL 18762 US
Tel:+(897)470-3439
Email:dsmith@example.net
Site:http://www.king.net/",4428 Oconnor Groves,"North Stephanie, AL 18762 US",,dsmith@example.net,Bill to:Kelly Greene,"Bill to:Kelly Greene | 4428 Oconnor Groves | North Stephanie, AL 18762 US | Tel:+(897)470-3439 | Email:dsmith@example.net | Site:http://www.king.net/",http://www.king.net/,+(897)470-3439,EUR,Date: 21-Apr-1999,1999-04-21,,GST(7%) : 30.36,GSTIN: 33123456789102Z1,[],INVOICE ID INV/83-27/935,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 433.67  EUR,433.67,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 446.89 EUR,446.89,Template2_Instance153.json
"Buyer :Nicholas Cisneros
46260 Mendez Loaf
Cheyenneberg, TX 93596 US
Tel:+(908)929-1069
Email:ryandavies@example.com
Site:https://hicks.biz/",46260 Mendez Loaf,"Cheyenneberg, TX 93596 US",,ryandavies@example.com,Buyer :Nicholas Cisneros,"Buyer :Nicholas Cisneros | 46260 Mendez Loaf | Cheyenneberg, TX 93596 US | Tel:+(908)929-1069 | Email:ryandavies@example.com | Site:https://hicks.biz/",https://hicks.biz/,+(908)929-1069,USD,Invoice Date: 24-Feb-2021,2021-02-24,,GST(7%) : 69.01,GSTIN: 33123456789102Z1,[],INVOICE ID 3596-042,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 985.80  USD,985.8,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1009.21 USD,9.21,Template2_Instance154.json
"Bill to:Mrs. Hannah Pugh
92012 Jason Springs Apt. 284
Samuelshire, GU 67388 US
Tel:+(096)302-0826
Email:xray@example.net
Site:https://www.ellis-reese.biz/",92012 Jason Springs Apt. 284,"Samuelshire, GU 67388 US",,xray@example.net,Bill to:Mrs. Hannah Pugh,"Bill to:Mrs. Hannah Pugh | 92012 Jason Springs Apt. 284 | Samuelshire, GU 67388 US | Tel:+(096)302-0826 | Email:xray@example.net | Site:https://www.ellis-reese.biz/",https://www.ellis-reese.biz/,+(096)302-0826,USD,Date: 21-Mar-2000,2000-03-21,,GST(7%) : 56.99,GSTIN: 33123456789102Z1,[],INVOICE # 3561-069,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 814.08  USD,814.08,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 847.21 USD,847.21,Template2_Instance155.json
"Bill to:Wendy Baker
82826 Vanessa Drives
Kathrynview, LA 22777 US
Tel:+(489)198-3286
Email:hendrixmichael@example.com
Site:http://www.smith-mendoza.biz/",82826 Vanessa Drives,"Kathrynview, LA 22777 US",,hendrixmichael@example.com,Bill to:Wendy Baker,"Bill to:Wendy Baker | 82826 Vanessa Drives | Kathrynview, LA 22777 US | Tel:+(489)198-3286 | Email:hendrixmichael@example.com | Site:http://www.smith-mendoza.biz/",http://www.smith-mendoza.biz/,+(489)198-3286,USD,Invoice Date: 21-Jul-2018,2018-07-21,,GST(7%) : 12.02,GSTIN: 33123456789102Z1,[],INVOICE # INV33879872,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 171.78  $,171.78,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 176.74 $,176.74,Template2_Instance156.json
"Buyer :Robert Fernandez
4629 Bill Green
Port Tracyville, PW 13757 US
Tel:+(361)441-6192
Email:melissamckay@example.com
Site:http://williamson.com/",4629 Bill Green,"Port Tracyville, PW 13757 US",,melissamckay@example.com,Buyer :Robert Fernandez,"Buyer :Robert Fernandez | 4629 Bill Green | Port Tracyville, PW 13757 US | Tel:+(361)441-6192 | Email:melissamckay@example.com | Site:http://williamson.com/",http://williamson.com/,+(361)441-6192,EUR,Date: 29-Jul-1998,1998-07-29,,GST(7%) : 11.26,GSTIN: 33123456789102Z1,[],INVOICE # INV59516038,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 160.87  EUR,160.87,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 169.36 EUR,169.36,Template2_Instance157.json
"Buyer :Diane Myers
582 Christopher Mews
Reyesfort, SD 35089 US
Tel:+(780)914-0369
Email:udavis@example.com
Site:http://grant-barnes.com/",582 Christopher Mews,"Reyesfort, SD 35089 US",,udavis@example.com,Buyer :Diane Myers,"Buyer :Diane Myers | 582 Christopher Mews | Reyesfort, SD 35089 US | Tel:+(780)914-0369 | Email:udavis@example.com | Site:http://grant-barnes.com/",http://grant-barnes.com/,+(780)914-0369,USD,Date: 09-Feb-2015,2015-02-09,,GST(7%) : 41.68,GSTIN: 33123456789102Z1,[],INVOICE ID 3Y7M2d-885,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 595.40  $,595.4,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 603.95 $,603.95,Template2_Instance158.json
"Buyer :Kristen Schwartz
9489 Barrett Crossing
Andreaside, WA 47201 US
Tel:+(226)297-3365
Email:adrianwilkinson@example.com
Site:http://king.net/",9489 Barrett Crossing,"Andreaside, WA 47201 US",,adrianwilkinson@example.com,Buyer :Kristen Schwartz,"Buyer :Kristen Schwartz | 9489 Barrett Crossing | Andreaside, WA 47201 US | Tel:+(226)297-3365 | Email:adrianwilkinson@example.com | Site:http://king.net/",http://king.net/,+(226)297-3365,EUR,Invoice Date: 06-Oct-2018,2018-10-06,,GST(7%) : 90.24,GSTIN: 33123456789102Z1,[],INVOICE # INV73805022,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1289.19  EUR,9.19,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 1313.06 EUR,3.06,Template2_Instance159.json
"Buyer :John Shannon
0501 Jeremiah Estate Suite 838
Mitchelltown, DE 11666 US
Tel:+(944)925-1649
Email:orrryan@example.com
Site:https://kelley.com/",0501 Jeremiah Estate Suite 838,"Mitchelltown, DE 11666 US",,orrryan@example.com,Buyer :John Shannon,"Buyer :John Shannon | 0501 Jeremiah Estate Suite 838 | Mitchelltown, DE 11666 US | Tel:+(944)925-1649 | Email:orrryan@example.com | Site:https://kelley.com/",https://kelley.com/,+(944)925-1649,USD,Date: 15-Sep-2022,2022-09-15,,GST(7%) : 70.01,GSTIN: 33123456789102Z1,[],Invoice number 0308-387,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1000.13  USD,0.13,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1018.83 USD,8.83,Template2_Instance16.json
"Buyer :Amanda Stephens
95661 Dennis Dam
Smithshire, SC 38161 US
Tel:+(376)165-6851
Email:wsanders@example.org
Site:http://hart-thomas.net/",95661 Dennis Dam,"Smithshire, SC 38161 US",,wsanders@example.org,Buyer :Amanda Stephens,"Buyer :Amanda Stephens | 95661 Dennis Dam | Smithshire, SC 38161 US | Tel:+(376)165-6851 | Email:wsanders@example.org | Site:http://hart-thomas.net/",http://hart-thomas.net/,+(376)165-6851,EUR,Invoice Date: 03-Jun-2011,2011-06-03,,GST(7%) : 49.23,GSTIN: 33123456789102Z1,[],INVOICE ID 2801-758,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 703.28  EUR,703.28,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 699.22 EUR,699.22,Template2_Instance160.json
"Buyer :Dr. Charles Martin
88649 Williams Wells Suite 160
Chapmanfurt, OR 08912 US
Tel:+(978)499-5509
Email:clee@example.net
Site:https://nelson.net/",88649 Williams Wells Suite 160,"Chapmanfurt, OR 08912 US",,clee@example.net,Buyer :Dr. Charles Martin,"Buyer :Dr. Charles Martin | 88649 Williams Wells Suite 160 | Chapmanfurt, OR 08912 US | Tel:+(978)499-5509 | Email:clee@example.net | Site:https://nelson.net/",https://nelson.net/,+(978)499-5509,EUR,Invoice Date: 28-Jan-2003,2003-01-28,,GST(7%) : 3.89,GSTIN: 33123456789102Z1,[],Invoice number INV/55-61/025,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 55.63  EUR,55.63,"[[{'bbox': [[20.0, 336.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 56.58 EUR,56.58,Template2_Instance161.json
"Bill to:Eric Ochoa
147 Morris Pass
Josephberg, IA 33746 US
Tel:+(470)190-9982
Email:julie45@example.net
Site:https://www.miller.com/",147 Morris Pass,"Josephberg, IA 33746 US",,julie45@example.net,Bill to:Eric Ochoa,"Bill to:Eric Ochoa | 147 Morris Pass | Josephberg, IA 33746 US | Tel:+(470)190-9982 | Email:julie45@example.net | Site:https://www.miller.com/",https://www.miller.com/,+(470)190-9982,USD,Invoice Date: 13-Mar-2008,2008-03-13,,GST(7%) : 73.33,GSTIN: 33123456789102Z1,[],Invoice number INV90014595,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 1047.55  USD,7.55,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 1083.92 USD,3.92,Template2_Instance162.json
"Bill to:Jennifer Thomas
5305 Patterson Manor Apt. 495
Matthewview, MS 48472 US
Tel:+(248)950-0010
Email:sweeneylinda@example.org
Site:https://washington.com/",5305 Patterson Manor Apt. 495,"Matthewview, MS 48472 US",,sweeneylinda@example.org,Bill to:Jennifer Thomas,"Bill to:Jennifer Thomas | 5305 Patterson Manor Apt. 495 | Matthewview, MS 48472 US | Tel:+(248)950-0010 | Email:sweeneylinda@example.org | Site:https://washington.com/",https://washington.com/,+(248)950-0010,EUR,Invoice Date: 09-Dec-2022,2022-12-09,,GST(7%) : 7.02,GSTIN: 33123456789102Z1,[],Invoice number INV74981373,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 100.25  EUR,100.25,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 102.16 EUR,102.16,Template2_Instance163.json
"Bill to:Mark Day
6060 Juan Port
Ashleyland, HI 34751 US
Tel:+(312)546-3369
Email:maxwelldavid@example.org
Site:https://www.moore.net/",6060 Juan Port,"Ashleyland, HI 34751 US",,maxwelldavid@example.org,Bill to:Mark Day,"Bill to:Mark Day | 6060 Juan Port | Ashleyland, HI 34751 US | Tel:+(312)546-3369 | Email:maxwelldavid@example.org | Site:https://www.moore.net/",https://www.moore.net/,+(312)546-3369,EUR,Date: 05-Jan-2000,2000-01-05,,GST(7%) : 30.28,GSTIN: 33123456789102Z1,[],INVOICE ID INV79999859,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 432.52  EUR,432.52,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,INVOICE,TOTAL : 442.15 EUR,442.15,Template2_Instance164.json
"Bill to:Mrs. Catherine Cline
7424 Hall Lane
Megantown, HI 74016 US
Tel:+(605)349-5266
Email:jennifer19@example.com
Site:https://www.brown.net/",7424 Hall Lane,"Megantown, HI 74016 US",,jennifer19@example.com,Bill to:Mrs. Catherine Cline,"Bill to:Mrs. Catherine Cline | 7424 Hall Lane | Megantown, HI 74016 US | Tel:+(605)349-5266 | Email:jennifer19@example.com | Site:https://www.brown.net/",https://www.brown.net/,+(605)349-5266,USD,Date: 01-Jul-2019,2019-07-01,,GST(7%) : 37.11,GSTIN: 33123456789102Z1,[],INVOICE # 9914-741,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 530.14  $,530.14,"[[{'bbox': [[20.0, 354.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 535.75 $,535.75,Template2_Instance165.json
"Buyer :Rebecca Brewer
04249 Rivers Village
West Nathanburgh, GU 32813 US
Tel:+(053)065-0479
Email:greenluis@example.net
Site:http://www.banks-dennis.org/",04249 Rivers Village,"West Nathanburgh, GU 32813 US",,greenluis@example.net,Buyer :Rebecca Brewer,"Buyer :Rebecca Brewer | 04249 Rivers Village | West Nathanburgh, GU 32813 US | Tel:+(053)065-0479 | Email:greenluis@example.net | Site:http://www.banks-dennis.org/",http://www.banks-dennis.org/,+(053)065-0479,EUR,Date: 20-Jun-2004,2004-06-20,,GST(7%) : 62.68,GSTIN: 33123456789102Z1,[],Invoice number 7240-678,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 895.43  EUR,895.43,"[[{'bbox': [[20.0, 390.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 924.79 EUR,924.79,Template2_Instance166.json
"Buyer :Michael Gray
25698 Jodi Pine Apt. 801
Macdonaldmouth, ND 31697 US
Tel:+(933)961-7952
Email:anthonymyers@example.org
Site:https://phillips-munoz.org/",25698 Jodi Pine Apt. 801,"Macdonaldmouth, ND 31697 US",,anthonymyers@example.org,Buyer :Michael Gray,"Buyer :Michael Gray | 25698 Jodi Pine Apt. 801 | Macdonaldmouth, ND 31697 US | Tel:+(933)961-7952 | Email:anthonymyers@example.org | Site:https://phillips-munoz.org/",https://phillips-munoz.org/,+(933)961-7952,USD,Invoice Date: 27-Oct-2016,2016-10-27,,GST(7%) : 55.54,GSTIN: 33123456789102Z1,[],INVOICE ID INV96172098,"Address:13868 Michael Wall
North Cindytown, CT 45483 US","Barnes, Garcia and Martin","North Cindytown, CT 45483 US",,,,Address:13868 Michael Wall,"Address:13868 Michael Wall | North Cindytown, CT 45483 US",,,SUB_TOTAL : 793.47  USD,793.47,"[[{'bbox': [[20.0, 372.8898], [570.0, 282.8898]]}]]",,TAX INVOICE,TOTAL : 814.49 USD,814.49,Template2_Instance167.json
