BUYER,BUYER_addr_line1,BUYER_addr_line2,BUYER_city_state_postal_country,BUYER_email,BUYER_name,BUYER_raw,BUYER_site,BUYER_tel,CURRENCY,DATE,DATE_NORM,DISCOUNT,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,GSTIN_BUYER,GSTIN_SELLER,INVOICE_INFO,NOTE,PAYMENT_DETAILS,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_SITE,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,TOTAL_WORDS,_source_file
"Bill to:Stephanie Manning
767 Vasquez Course Apt. 921
North Kevinfurt, MP 66416 US
Tel:+(264)184-5400
Email:olivertammy@example.org
Site:https://www.rodriguez.info/",767 Vasquez Course Apt. 921,"North Kevinfurt, MP 66416 US",,olivertammy@example.org,Bill to:Stephanie Manning,"Bill to:Stephanie Manning | 767 Vasquez Course Apt. 921 | North Kevinfurt, MP 66416 US | Tel:+(264)184-5400 | Email:olivertammy@example.org | Site:https://www.rodriguez.info/",https://www.rodriguez.info/,+(264)184-5400,USD,Invoice Date: 14-Apr-2021,2021-04-14,DISCOUNT(3.15%): (-)  6.89,-6.89,Due Date : 09-Apr-2001,2001-04-09,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  11969379
Bank Swift Code      SBININBB250",PO Number :13,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 218.73  $,218.73,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.83%):  14.95 $,14.95,INVOICE,TOTAL : 228.17 $,228.17,"Total in words:  two hundred and twenty-
-eight point one seven",Template1_Instance184.json
"Bill to:Jason Coleman
94330 Gomez Pine Apt. 688
South Annaport, AS 77739 US
Tel:+(301)011-9768
Email:harrisongerald@example.org
Site:https://newton.com/",94330 Gomez Pine Apt. 688,"South Annaport, AS 77739 US",,harrisongerald@example.org,Bill to:Jason Coleman,"Bill to:Jason Coleman | 94330 Gomez Pine Apt. 688 | South Annaport, AS 77739 US | Tel:+(301)011-9768 | Email:harrisongerald@example.org | Site:https://newton.com/",https://newton.com/,+(301)011-9768,USD,Invoice Date: 19-Nov-2009,2009-11-19,DISCOUNT(3.95%): (-)  28.73,-28.73,Due Date : 30-Jul-2021,2021-07-30,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  11011580
Bank Swift Code      SBININBB250",PO Number :40,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 727.40  USD,727.4,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.20%):  23.27 USD,23.27,TAX INVOICE,TOTAL : 731.32 USD,731.32,"Total in words:  seven hundred and thir-
ty-one point three two",Template1_Instance185.json
"Buyer :Heather Stevenson
81693 Morrow Station Suite 483
Stronghaven, IL 45347 US
Tel:+(452)318-3573
Email:shawnarias@example.com
Site:http://hopkins.com/",81693 Morrow Station Suite 483,"Stronghaven, IL 45347 US",,shawnarias@example.com,Buyer :Heather Stevenson,"Buyer :Heather Stevenson | 81693 Morrow Station Suite 483 | Stronghaven, IL 45347 US | Tel:+(452)318-3573 | Email:shawnarias@example.com | Site:http://hopkins.com/",http://hopkins.com/,+(452)318-3573,USD,Date: 14-May-2008,2008-05-14,DISCOUNT(1.82%): (-)  7.57,-7.57,Due Date : 11-Jun-2017,2017-06-11,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  16724521
Bank Swift Code      SBININBB250",PO Number :63,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 416.18  USD,416.18,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.01%):  12.55 USD,12.55,TAX INVOICE,TOTAL : 407.92 USD,407.92,"Total in words:  four hundred and s-
even point nine two",Template1_Instance186.json
"Bill to:Debra Wilson
0228 David Gardens
Cruzview, FL 24503 US
Tel:+(754)001-8119
Email:dannygraham@example.com
Site:https://www.copeland.com/",0228 David Gardens,"Cruzview, FL 24503 US",,dannygraham@example.com,Bill to:Debra Wilson,"Bill to:Debra Wilson | 0228 David Gardens | Cruzview, FL 24503 US | Tel:+(754)001-8119 | Email:dannygraham@example.com | Site:https://www.copeland.com/",https://www.copeland.com/,+(754)001-8119,USD,Invoice Date: 10-May-2002,2002-05-10,DISCOUNT(4.95%): (-)  32.69,-32.69,Due Date : 23-Nov-1996,1996-11-23,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  19098782
Bank Swift Code      SBININBB250",PO Number :56,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 660.34  $,660.34,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.55%):  23.47 $,23.47,INVOICE,TOTAL : 660.76 $,660.76,"Total in words:  six hundred and si-
xty point seven six",Template1_Instance187.json
"Buyer :Kristin Randall
365 Barbara Crescent
Lichester, HI 06249 US
Tel:+(752)703-1152
Email:melinda78@example.com
Site:http://www.zimmerman-lewis.com/",365 Barbara Crescent,"Lichester, HI 06249 US",,melinda78@example.com,Buyer :Kristin Randall,"Buyer :Kristin Randall | 365 Barbara Crescent | Lichester, HI 06249 US | Tel:+(752)703-1152 | Email:melinda78@example.com | Site:http://www.zimmerman-lewis.com/",http://www.zimmerman-lewis.com/,+(752)703-1152,USD,Date: 11-Aug-2005,2005-08-11,DISCOUNT(1.55%): (-)  3.89,-3.89,Due Date : 07-Nov-2017,2017-11-07,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of USA
Branch Name          Raf CAMP
Bank Account Number  17019132
Bank Swift Code      SBININBB250",PO Number :24,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 250.65  $,250.65,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.95%):  12.41 $,12.41,INVOICE,TOTAL : 254.59 $,254.59,"Total in words:  two hundred and fifty-
-four point five nine",Template1_Instance188.json
"Bill to:Shelly Rodriguez
02547 Ramos Bypass Suite 849
Williamshaven, NC 38767 US
Tel:+(463)893-0347
Email:christina14@example.org
Site:http://www.gomez.com/",02547 Ramos Bypass Suite 849,"Williamshaven, NC 38767 US",,christina14@example.org,Bill to:Shelly Rodriguez,"Bill to:Shelly Rodriguez | 02547 Ramos Bypass Suite 849 | Williamshaven, NC 38767 US | Tel:+(463)893-0347 | Email:christina14@example.org | Site:http://www.gomez.com/",http://www.gomez.com/,+(463)893-0347,USD,Date: 29-Apr-2012,2012-04-29,DISCOUNT(4.41%): (-)  5.81,-5.81,Due Date : 07-Aug-2010,2010-08-07,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  16071939
Bank Swift Code      SBININBB250",PO Number :25,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 131.67  USD,131.67,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.72%):  6.22 USD,6.22,TAX INVOICE,TOTAL : 134.41 USD,134.41,"Total in words:  one hundred and thirt-
y-four point four one",Template1_Instance189.json
"Bill to:James Miller
41839 Lee Terrace Apt. 982
Lake Gregoryland, WV 71038 US
Tel:+(553)734-0642
Email:zjohnson@example.com
Site:https://smith.com/",41839 Lee Terrace Apt. 982,"Lake Gregoryland, WV 71038 US",,zjohnson@example.com,Bill to:James Miller,"Bill to:James Miller | 41839 Lee Terrace Apt. 982 | Lake Gregoryland, WV 71038 US | Tel:+(553)734-0642 | Email:zjohnson@example.com | Site:https://smith.com/",https://smith.com/,+(553)734-0642,USD,Invoice Date: 13-Jun-2019,2019-06-13,DISCOUNT(4.68%): (-)  7.06,-7.06,Due Date : 22-May-2022,2022-05-22,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           State Bank of England
Branch Name          Raf CAMP
Bank Account Number  15655075
Bank Swift Code      SBININBB250",PO Number :63,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 150.79  $,150.79,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.84%):  8.80 $,8.8,INVOICE,TOTAL : 153.53 $,153.53,"Total in words:  one hundred and fifty--
three point five three",Template1_Instance19.json
"Buyer :Laura Goodman
485 Jones Street
East Sheilamouth, KY 74720 US
Tel:+(580)384-7629
Email:bentonkevin@example.org
Site:https://www.williams.net/",485 Jones Street,"East Sheilamouth, KY 74720 US",,bentonkevin@example.org,Buyer :Laura Goodman,"Buyer :Laura Goodman | 485 Jones Street | East Sheilamouth, KY 74720 US | Tel:+(580)384-7629 | Email:bentonkevin@example.org | Site:https://www.williams.net/",https://www.williams.net/,+(580)384-7629,EUR,Invoice Date: 11-Apr-2011,2011-04-11,DISCOUNT(2.57%): (-)  21.04,-21.04,Due Date : 17-Dec-1998,1998-12-17,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  12746348
Bank Swift Code      SBININBB250",PO Number :59,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 818.64  EUR,818.64,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.77%):  30.84 EUR,30.84,TAX INVOICE,TOTAL : 826.48 EUR,826.48,"Total in words:  eight hundred and twen-
ty-six point four eight",Template1_Instance190.json
"Buyer :Sheila Perez
382 Barbara Village Apt. 067
South Tracymouth, FM 73454 US
Tel:+(191)722-5149
Email:david07@example.net
Site:http://www.yates.com/",382 Barbara Village Apt. 067,"South Tracymouth, FM 73454 US",,david07@example.net,Buyer :Sheila Perez,"Buyer :Sheila Perez | 382 Barbara Village Apt. 067 | South Tracymouth, FM 73454 US | Tel:+(191)722-5149 | Email:david07@example.net | Site:http://www.yates.com/",http://www.yates.com/,+(191)722-5149,USD,Date: 10-Nov-2020,2020-11-10,DISCOUNT(1.03%): (-)  8.73,-8.73,Due Date : 12-Dec-2013,2013-12-12,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for your business!,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  12466566
Bank Swift Code      SBININBB250",PO Number :17,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 847.10  USD,847.1,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.60%):  30.52 USD,30.52,TAX INVOICE,TOTAL : 851.11 USD,851.11,"Total in words:  eight hundred and fi-
fty-one point one one",Template1_Instance191.json
"Buyer :Bonnie Cooper
523 Michael Flat
Longborough, PA 14039 US
Tel:+(122)584-9292
Email:johnsonchristopher@example.org
Site:https://www.mcconnell.com/",523 Michael Flat,"Longborough, PA 14039 US",,johnsonchristopher@example.org,Buyer :Bonnie Cooper,"Buyer :Bonnie Cooper | 523 Michael Flat | Longborough, PA 14039 US | Tel:+(122)584-9292 | Email:johnsonchristopher@example.org | Site:https://www.mcconnell.com/",https://www.mcconnell.com/,+(122)584-9292,USD,Invoice Date: 19-Jan-1997,1997-01-19,DISCOUNT(3.41%): (-)  13.77,-13.77,Due Date : 14-Sep-2019,2019-09-14,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  13263511
Bank Swift Code      SBININBB250",PO Number :87,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 403.93  USD,403.93,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.37%):  17.66 USD,17.66,INVOICE,TOTAL : 408.91 USD,408.91,"Total in words:  four hundred and e-
ight point nine one",Template1_Instance192.json
"Buyer :Brian Ryan
7425 Spencer Plaza Suite 354
West Elizabethbury, VT 91825 US
Tel:+(110)741-3335
Email:wuanthony@example.net
Site:https://www.young.com/",7425 Spencer Plaza Suite 354,"West Elizabethbury, VT 91825 US",,wuanthony@example.net,Buyer :Brian Ryan,"Buyer :Brian Ryan | 7425 Spencer Plaza Suite 354 | West Elizabethbury, VT 91825 US | Tel:+(110)741-3335 | Email:wuanthony@example.net | Site:https://www.young.com/",https://www.young.com/,+(110)741-3335,EUR,Invoice Date: 14-Dec-1998,1998-12-14,DISCOUNT(2.33%): (-)  16.03,-16.03,Due Date : 29-Jul-2014,2014-07-29,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           Central Bank of California
Branch Name          Raf CAMP
Bank Account Number  16126119
Bank Swift Code      SBININBB250",PO Number :64,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 687.90  EUR,687.9,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.35%):  29.94 EUR,29.94,TAX INVOICE,TOTAL : 704.36 EUR,704.36,"Total in words:  seven hundred and f-
our point three six",Template1_Instance193.json
"Bill to:Gene Barber
718 Oconnor Gardens
Lake Robertburgh, VI 75779 US
Tel:+(292)730-6252
Email:qcole@example.net
Site:https://www.villa-thornton.com/",718 Oconnor Gardens,"Lake Robertburgh, VI 75779 US",,qcole@example.net,Bill to:Gene Barber,"Bill to:Gene Barber | 718 Oconnor Gardens | Lake Robertburgh, VI 75779 US | Tel:+(292)730-6252 | Email:qcole@example.net | Site:https://www.villa-thornton.com/",https://www.villa-thornton.com/,+(292)730-6252,EUR,Date: 18-Jan-1999,1999-01-18,DISCOUNT(2.51%): (-)  15.49,-15.49,Due Date : 06-Nov-1996,1996-11-06,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  12064533
Bank Swift Code      SBININBB250",PO Number :85,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 617.28  EUR,617.28,"[[{'bbox': [[10.0, 310.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.76%):  23.19 EUR,23.19,INVOICE,TOTAL : 613.25 EUR,613.25,"Total in words:  six hundred and thi-
rteen point two five",Template1_Instance194.json
"Bill to:Diane Ramirez
290 James Course Suite 206
North Jennifer, KY 89335 US
Tel:+(348)969-9998
Email:amandasmith@example.org
Site:https://hunt-garza.com/",290 James Course Suite 206,"North Jennifer, KY 89335 US",,amandasmith@example.org,Bill to:Diane Ramirez,"Bill to:Diane Ramirez | 290 James Course Suite 206 | North Jennifer, KY 89335 US | Tel:+(348)969-9998 | Email:amandasmith@example.org | Site:https://hunt-garza.com/",https://hunt-garza.com/,+(348)969-9998,USD,Date: 16-May-2009,2009-05-16,DISCOUNT(1.13%): (-)  9.67,-9.67,Due Date : 04-May-2019,2019-05-04,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for your business!,"Bank Name           State Bank of Europe
Branch Name          Raf CAMP
Bank Account Number  12645431
Bank Swift Code      SBININBB250",PO Number :30,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 855.79  $,855.79,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.41%):  29.15 $,29.15,TAX INVOICE,TOTAL : 868.42 $,868.42,"Total in words:  eight hundred and sixt-
y-eight point four two",Template1_Instance195.json
"Buyer :Anthony Carson
991 Jaime Ways
Port Anna, SC 66083 US
Tel:+(447)970-6825
Email:acollins@example.net
Site:https://adkins.com/",991 Jaime Ways,"Port Anna, SC 66083 US",,acollins@example.net,Buyer :Anthony Carson,"Buyer :Anthony Carson | 991 Jaime Ways | Port Anna, SC 66083 US | Tel:+(447)970-6825 | Email:acollins@example.net | Site:https://adkins.com/",https://adkins.com/,+(447)970-6825,USD,Invoice Date: 19-Aug-2016,2016-08-19,DISCOUNT(3.32%): (-)  11.96,-11.96,Due Date : 16-May-2008,2008-05-16,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  13086426
Bank Swift Code      SBININBB250",PO Number :87,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 360.36  USD,360.36,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (4.44%):  16.01 USD,16.01,TAX INVOICE,TOTAL : 368.73 USD,368.73,"Total in words:  three hundred and sixty-
-eight point seven three",Template1_Instance196.json
"Bill to:James Andrews
6911 Smith Street
Deniseborough, PA 66674 US
Tel:+(651)236-6819
Email:raymondtaylor@example.com
Site:https://carpenter.biz/",6911 Smith Street,"Deniseborough, PA 66674 US",,raymondtaylor@example.com,Bill to:James Andrews,"Bill to:James Andrews | 6911 Smith Street | Deniseborough, PA 66674 US | Tel:+(651)236-6819 | Email:raymondtaylor@example.com | Site:https://carpenter.biz/",https://carpenter.biz/,+(651)236-6819,USD,Invoice Date: 29-Jul-2021,2021-07-29,DISCOUNT(1.3%): (-)  6.16,-6.16,Due Date : 21-Dec-2014,2014-12-21,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  15706965
Bank Swift Code      SBININBB250",PO Number :99,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 473.53  USD,473.53,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.39%):  25.51 USD,25.51,INVOICE,TOTAL : 493.97 USD,493.97,"Total in words:  four hundred and ninety-
-three point nine seven",Template1_Instance197.json
"Bill to:Thomas Gregory
65111 Debra Prairie
Hallmouth, WA 31114 US
Tel:+(674)951-6593
Email:jennifercruz@example.com
Site:https://www.hughes-villarreal.com/",65111 Debra Prairie,"Hallmouth, WA 31114 US",,jennifercruz@example.com,Bill to:Thomas Gregory,"Bill to:Thomas Gregory | 65111 Debra Prairie | Hallmouth, WA 31114 US | Tel:+(674)951-6593 | Email:jennifercruz@example.com | Site:https://www.hughes-villarreal.com/",https://www.hughes-villarreal.com/,+(674)951-6593,USD,Date: 22-Jan-2019,2019-01-22,DISCOUNT(1.15%): (-)  7.71,-7.71,Due Date : 12-Jun-1993,1993-06-12,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],"Note:
This order is shipped through blue dart courier","Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  15846767
Bank Swift Code      SBININBB250",PO Number :15,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 670.27  $,670.27,"[[{'bbox': [[10.0, 292.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.06%):  33.94 $,33.94,TAX INVOICE,TOTAL : 684.84 $,684.84,"Total in words:  six hundred and eighty-
-four point eight four",Template1_Instance198.json
"Bill to:Perry Jackson
720 Hensley Pines Suite 349
East Angela, MP 65342 US
Tel:+(507)364-8087
Email:walkersusan@example.net
Site:https://cline.com/",720 Hensley Pines Suite 349,"East Angela, MP 65342 US",,walkersusan@example.net,Bill to:Perry Jackson,"Bill to:Perry Jackson | 720 Hensley Pines Suite 349 | East Angela, MP 65342 US | Tel:+(507)364-8087 | Email:walkersusan@example.net | Site:https://cline.com/",https://cline.com/,+(507)364-8087,USD,Invoice Date: 15-May-2004,2004-05-15,DISCOUNT(4.38%): (-)  46.84,-46.84,Due Date : 25-Sep-1998,1998-09-25,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of California
Branch Name          Raf CAMP
Bank Account Number  19233856
Bank Swift Code      SBININBB250",PO Number :57,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 1069.48  $,9.48,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (5.43%):  58.13 $,58.13,TAX INVOICE,TOTAL : 1092.74 $,2.74,"Total in words:  one thousand and ninet-
y-two point seven four",Template1_Instance199.json
"Buyer :Kenneth Phillips
4817 Williams Tunnel Apt. 179
West Stanley, AR 96105 US
Tel:+(081)577-2718
Email:davidherrera@example.org
Site:https://young-robinson.com/",4817 Williams Tunnel Apt. 179,"West Stanley, AR 96105 US",,davidherrera@example.org,Buyer :Kenneth Phillips,"Buyer :Kenneth Phillips | 4817 Williams Tunnel Apt. 179 | West Stanley, AR 96105 US | Tel:+(081)577-2718 | Email:davidherrera@example.org | Site:https://young-robinson.com/",https://young-robinson.com/,+(081)577-2718,EUR,Date: 13-Dec-2016,2016-12-13,DISCOUNT(3.18%): (-)  3.4,-3.4,Due Date : 19-Jul-2001,2001-07-19,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Thank you for choosing us!,"Bank Name           Central Bank of England
Branch Name          Raf CAMP
Bank Account Number  12308351
Bank Swift Code      SBININBB250",PO Number :46,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 106.84  EUR,106.84,"[[{'bbox': [[10.0, 274.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (3.25%):  3.47 EUR,3.47,TAX INVOICE,TOTAL : 107.48 EUR,107.48,"Total in words:  one hundred and sev-
en point four eight",Template1_Instance2.json
"Buyer :John Lawson
65976 Shane Flat Apt. 654
Janetmouth, ID 41734 US
Tel:+(907)929-8719
Email:hammondholly@example.com
Site:https://robertson.com/",65976 Shane Flat Apt. 654,"Janetmouth, ID 41734 US",,hammondholly@example.com,Buyer :John Lawson,"Buyer :John Lawson | 65976 Shane Flat Apt. 654 | Janetmouth, ID 41734 US | Tel:+(907)929-8719 | Email:hammondholly@example.com | Site:https://robertson.com/",https://robertson.com/,+(907)929-8719,USD,Date: 17-Apr-2018,2018-04-17,DISCOUNT(3.22%): (-)  33.41,-33.41,Due Date : 17-Jun-2017,2017-06-17,GSTIN: OG@AAMFCO376K124,(GSTIN: 12345670 00070007,[],Note:Total payment due in 14 days.,"Bank Name           State Bank of USA
Branch Name          Raf CAMP
Bank Account Number  11539956
Bank Swift Code      SBININBB250",PO Number :65,"Address:16424 Timothy Mission
Markville, AK 58294 US",Email:melvin40@example.net,www.ThompsonandSons.org,"Markville, AK 58294 US",,,,Address:16424 Timothy Mission,"Address:16424 Timothy Mission | Markville, AK 58294 US",,,SUB_TOTAL : 1037.57  USD,7.57,"[[{'bbox': [[10.0, 328.88980000000004], [560.0, 220.8898]]}]]",TAX:VAT (6.17%):  63.99 USD,63.99,TAX INVOICE,TOTAL : 1071.89 USD,1.89,"Total in words:  one thousand and seven-
ty-one point eight nine",Template1_Instance20.json
