BILL_TO,CURRENCY,DATE,DATE_NORM,DISCOUNT,DISCOUNT_AMOUNT,DUE_DATE,DUE_DATE_NORM,INVOICE_INFO,NOTE,SELLER_ADDRESS,SELLER_NAME,SELLER_addr_line1,SELLER_addr_line2,SELLER_city_state_postal_country,SELLER_email,SELLER_name,SELLER_raw,SELLER_site,SELLER_tel,SUB_TOTAL,SUB_TOTAL_AMOUNT,TABLE,TAX_AMOUNT,TITLE,TOTAL,TOTAL_AMOUNT,_source_file
"BILL_TO:
Catherine Diaz
62815 Rebecca Road Apt. 247
Port Steven, DE 63355 US
Tel:+(814)735-8082
Email:evansrick@example.com
Site:https://green.net/",EUR,Invoice Date: 04-Dec-2011,2011-12-04,DISCOUNT(1.49%): (-)  4.57,-4.57,Due Date : 20-Nov-1996,1996-11-20,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 306.76  EUR,306.76,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 318.18 EUR,318.18,Template4_Instance128.json
"BILL_TO:
Arthur Smith
43838 Singleton Islands
Mitchellborough, MN 46270 US
Tel:+(646)867-9553
Email:michaelstrickland@example.com
Site:https://www.harrison-shepherd.com/",USD,Date: 23-Nov-1999,1999-11-23,DISCOUNT(1.41%): (-)  7.18,-7.18,Due Date : 05-Jan-1998,1998-01-05,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 509.36  $,509.36,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 528.74 $,528.74,Template4_Instance129.json
"BILL_TO:
William Lopez
497 Dudley Flats Apt. 907
Fernandezhaven, PR 67327 US
Tel:+(184)931-2384
Email:vburch@example.net
Site:http://jimenez.com/",USD,Invoice Date: 11-Dec-2020,2020-12-11,DISCOUNT(1.02%): (-)  4.84,-4.84,Due Date : 25-Jul-2003,2003-07-25,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 474.67  USD,474.67,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 481.11 USD,481.11,Template4_Instance13.json
"BILL_TO:
Carolyn Hampton
28471 Jason Square
Jenniferton, ID 60199 US
Tel:+(104)512-4281
Email:mwong@example.com
Site:http://miller-taylor.com/",USD,Date: 18-Aug-2007,2007-08-18,DISCOUNT(1.65%): (-)  12.15,-12.15,Due Date : 08-Oct-2003,2003-10-08,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 736.18  $,736.18,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 761.20 $,761.2,Template4_Instance130.json
"BILL_TO:
Grace Williams
72660 Robinson Harbor Apt. 705
Jeffreymouth, TX 99730 US
Tel:+(989)986-7286
Email:englishtodd@example.org
Site:https://www.edwards-munoz.info/",USD,Invoice Date: 12-Dec-2019,2019-12-12,DISCOUNT(1.89%): (-)  3.18,-3.18,Due Date : 04-Nov-2007,2007-11-04,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 168.45  USD,168.45,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 173.08 USD,173.08,Template4_Instance131.json
"BILL_TO:
Virginia Sherman
2531 Haley Loaf Suite 733
Dennisberg, CA 65342 US
Tel:+(185)956-9016
Email:tamaraharris@example.com
Site:http://www.dominguez-walker.biz/",EUR,Date: 02-Jul-2019,2019-07-02,DISCOUNT(1.63%): (-)  7.0,-7.0,Due Date : 28-Aug-1994,1994-08-28,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 429.60  EUR,429.6,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 435.97 EUR,435.97,Template4_Instance132.json
"BILL_TO:
Thomas Torres
6354 Yang Hills
Piercetown, CT 01091 US
Tel:+(485)870-8621
Email:andrea11@example.com
Site:http://www.robinson.com/",USD,Date: 27-Aug-2005,2005-08-27,DISCOUNT(1.89%): (-)  12.15,-12.15,Due Date : 12-Feb-2022,2022-02-12,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 642.94  USD,642.94,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 638.10 USD,638.1,Template4_Instance133.json
"BILL_TO:
Jamie Rodriguez
7297 Bauer Isle
Amandaland, IL 95467 US
Tel:+(629)389-0416
Email:parkjoshua@example.net
Site:https://sanders.com/",USD,Date: 09-Sep-1994,1994-09-09,DISCOUNT(2.91%): (-)  24.29,-24.29,Due Date : 12-May-2010,2010-05-12,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 834.60  $,834.6,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 841.87 $,841.87,Template4_Instance134.json
"BILL_TO:
Michele Smith
353 Gomez Glens
East Stacyborough, GU 61247 US
Tel:+(310)461-4661
Email:dhenderson@example.net
Site:http://www.clayton-robertson.com/",EUR,Invoice Date: 16-Dec-2000,2000-12-16,DISCOUNT(1.02%): (-)  3.22,-3.22,Due Date : 22-Feb-2002,2002-02-22,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 315.23  EUR,315.23,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 323.93 EUR,323.93,Template4_Instance135.json
"BILL_TO:
Tina Wilkerson
374 Caleb Rest Suite 333
Shannontown, GU 82515 US
Tel:+(053)279-2812
Email:anna61@example.org
Site:http://davis.com/",USD,Invoice Date: 05-Aug-1996,1996-08-05,DISCOUNT(2.62%): (-)  28.93,-28.93,Due Date : 04-Mar-1995,1995-03-04,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1104.01  USD,4.01,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 1146.91 USD,6.91,Template4_Instance136.json
"BILL_TO:
Andrew Taylor
80419 William Unions Apt. 101
Ginatown, MH 95292 US
Tel:+(241)205-2175
Email:soliskathryn@example.com
Site:http://henderson.net/",USD,Date: 23-Jan-2003,2003-01-23,DISCOUNT(4.3%): (-)  33.9,-33.9,Due Date : 24-Nov-2011,2011-11-24,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 788.48  USD,788.48,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 797.41 USD,797.41,Template4_Instance137.json
"BILL_TO:
Angela Martinez
142 Jackson Valley Suite 632
Hinesville, PW 51637 US
Tel:+(578)965-7231
Email:david39@example.org
Site:http://lopez.com/",USD,Date: 29-Oct-1994,1994-10-29,DISCOUNT(4.13%): (-)  9.05,-9.05,Due Date : 29-Dec-2010,2010-12-29,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 219.02  $,219.02,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 224.64 $,224.64,Template4_Instance138.json
"BILL_TO:
Joseph Norris
934 Harold Club
Mendozaville, SD 99162 US
Tel:+(787)376-5062
Email:helenwilliams@example.org
Site:http://johnson.info/",USD,Date: 15-Jan-1997,1997-01-15,DISCOUNT(4.5%): (-)  35.7,-35.7,Due Date : 22-Dec-2011,2011-12-22,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 793.37  USD,793.37,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 807.94 USD,807.94,Template4_Instance139.json
"BILL_TO:
Stephen Henderson
098 Jennifer Springs
East Shannon, FM 07706 US
Tel:+(281)373-5176
Email:meyertanya@example.net
Site:http://www.rodriguez-kidd.net/",USD,Date: 26-Apr-2012,2012-04-26,DISCOUNT(4.87%): (-)  32.16,-32.16,Due Date : 10-May-2002,2002-05-10,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 660.33  USD,660.33,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 677.72 USD,677.72,Template4_Instance14.json
"BILL_TO:
Lori Koch
05207 Victor Tunnel Suite 824
Floydmouth, TN 32620 US
Tel:+(313)110-8673
Email:mccullougherin@example.com
Site:http://lynch.com/",USD,Invoice Date: 27-Mar-2003,2003-03-27,DISCOUNT(3.59%): (-)  15.43,-15.43,Due Date : 07-Nov-2021,2021-11-07,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 429.82  USD,429.82,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 436.77 USD,436.77,Template4_Instance140.json
"BILL_TO:
Amanda Ross
8697 Moore Port Suite 127
South Eric, NJ 69706 US
Tel:+(499)468-0508
Email:brucecharles@example.net
Site:https://www.haynes.com/",USD,Invoice Date: 29-Nov-2016,2016-11-29,DISCOUNT(3.04%): (-)  14.24,-14.24,Due Date : 29-Mar-2008,2008-03-29,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 468.49  USD,468.49,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 483.37 USD,483.37,Template4_Instance141.json
"BILL_TO:
Caroline Pena
80461 Anderson Cliffs Apt. 586
Valeriechester, OH 38801 US
Tel:+(484)756-6310
Email:kristenhutchinson@example.org
Site:http://huber.info/",USD,Invoice Date: 11-Aug-2008,2008-08-11,DISCOUNT(3.15%): (-)  13.78,-13.78,Due Date : 06-Nov-2010,2010-11-06,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 437.50  $,437.5,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 448.51 $,448.51,Template4_Instance142.json
"BILL_TO:
David Lee
73793 Shaun Gateway Apt. 562
Amandaton, MO 83956 US
Tel:+(691)211-0424
Email:brooksmichael@example.net
Site:https://www.watkins-brown.org/",USD,Date: 10-May-2021,2021-05-10,DISCOUNT(4.65%): (-)  44.4,-44.4,Due Date : 27-Apr-2003,2003-04-27,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 954.76  USD,954.76,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 977.02 USD,977.02,Template4_Instance143.json
"BILL_TO:
James Hays
25794 Jennifer Islands Suite 890
North Jacob, DC 79393 US
Tel:+(416)136-1686
Email:melissaherrera@example.org
Site:https://ball.com/",USD,Date: 08-Oct-1993,1993-10-08,DISCOUNT(3.32%): (-)  21.19,-21.19,Due Date : 28-Mar-1998,1998-03-28,[],Note:Total payment due in 14 days.,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 638.17  USD,638.17,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 657.57 USD,657.57,Template4_Instance144.json
"BILL_TO:
Diane Dominguez
58530 Tyler Cape
Mcdowellside, NE 22530 US
Tel:+(296)794-1735
Email:qgreen@example.net
Site:http://www.roberts-hunter.com/",EUR,Invoice Date: 19-Dec-2007,2007-12-19,DISCOUNT(1.6%): (-)  8.41,-8.41,Due Date : 04-Mar-2004,2004-03-04,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 525.33  EUR,525.33,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 523.35 EUR,523.35,Template4_Instance145.json
"BILL_TO:
Marcus Roth
5410 Terry Junction
North Michelle, ID 44014 US
Tel:+(107)195-8455
Email:virginia60@example.net
Site:http://www.harris-hobbs.biz/",USD,Invoice Date: 12-Aug-2021,2021-08-12,DISCOUNT(1.36%): (-)  6.35,-6.35,Due Date : 21-Jul-2004,2004-07-21,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 467.24  $,467.24,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 481.63 $,481.63,Template4_Instance146.json
"BILL_TO:
Andrew Hernandez
5370 Carl Ferry
South Davidland, AS 87427 US
Tel:+(525)096-6721
Email:chavezcarlos@example.com
Site:http://walker.com/",USD,Invoice Date: 06-Jun-2021,2021-06-06,DISCOUNT(3.02%): (-)  7.41,-7.41,Due Date : 07-Sep-2016,2016-09-07,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 245.26  USD,245.26,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 246.01 USD,246.01,Template4_Instance147.json
"BILL_TO:
Katie Brown
4130 Gonzales Forest Suite 489
South Joseph, OH 06567 US
Tel:+(232)970-9963
Email:torresthomas@example.net
Site:http://peterson.com/",EUR,Date: 24-Apr-2004,2004-04-24,DISCOUNT(2.82%): (-)  32.64,-32.64,Due Date : 23-Mar-2018,2018-03-23,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1157.45  EUR,7.45,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 1168.66 EUR,8.66,Template4_Instance148.json
"BILL_TO:
Andrew Graham
18553 John Row
Sabrinashire, IA 81952 US
Tel:+(268)034-3540
Email:josephramirez@example.com
Site:http://hall.com/",USD,Date: 21-Nov-2020,2020-11-21,DISCOUNT(4.0%): (-)  22.73,-22.73,Due Date : 20-Aug-1998,1998-08-20,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 568.33  USD,568.33,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 579.94 USD,579.94,Template4_Instance149.json
"BILL_TO:
Kelly Watson
14498 Clements Skyway
South Ronaldbury, DC 39764 US
Tel:+(173)956-4295
Email:andreacross@example.net
Site:https://www.craig.info/",USD,Date: 21-Jul-1995,1995-07-21,DISCOUNT(2.19%): (-)  9.48,-9.48,Due Date : 06-Mar-2012,2012-03-06,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 432.99  $,432.99,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 435.46 $,435.46,Template4_Instance15.json
"BILL_TO:
James Casey
5512 Claire Radial Apt. 709
West Kevin, MH 50213 US
Tel:+(394)932-0032
Email:shannonmcdaniel@example.net
Site:https://www.le.com/",USD,Date: 28-Jun-2012,2012-06-28,DISCOUNT(1.92%): (-)  2.92,-2.92,Due Date : 10-Sep-2000,2000-09-10,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 152.20  $,152.2,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 155.92 $,155.92,Template4_Instance150.json
"BILL_TO:
Julian Ewing
311 Yu Terrace
Port Alyssa, MT 40598 US
Tel:+(166)549-7986
Email:jessicajackson@example.com
Site:http://www.alvarez.com/",USD,Invoice Date: 21-Aug-2022,2022-08-21,DISCOUNT(1.78%): (-)  2.21,-2.21,Due Date : 29-Apr-2005,2005-04-29,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 124.03  $,124.03,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 125.32 $,125.32,Template4_Instance151.json
"BILL_TO:
Seth Richardson
842 Vasquez Flats Suite 136
New Karen, CO 68818 US
Tel:+(393)379-8723
Email:bergsophia@example.net
Site:http://greene-williams.net/",USD,Invoice Date: 05-Aug-2021,2021-08-05,DISCOUNT(4.71%): (-)  64.27,-64.27,Due Date : 02-Nov-2003,2003-11-02,[],Thank you for your business!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1364.55  $,4.55,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 1379.19 $,9.19,Template4_Instance152.json
"BILL_TO:
Joseph Reed
760 Keith Lodge Apt. 249
Port Anthonybury, WY 56714 US
Tel:+(894)383-7170
Email:veronicawood@example.net
Site:https://www.wilson-dawson.com/",USD,Invoice Date: 11-Jun-2009,2009-06-11,DISCOUNT(3.34%): (-)  15.05,-15.05,Due Date : 14-Jan-2005,2005-01-14,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 450.57  $,450.57,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 457.44 $,457.44,Template4_Instance153.json
"BILL_TO:
Margaret Watson
3516 Singh Extension
Port Danielmouth, HI 88112 US
Tel:+(696)755-1023
Email:rachel68@example.net
Site:https://www.dixon-serrano.com/",EUR,Invoice Date: 19-May-2000,2000-05-19,DISCOUNT(2.13%): (-)  6.4,-6.4,Due Date : 30-Sep-1998,1998-09-30,[],"Note:
This order is shipped through blue dart courier","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 300.62  EUR,300.62,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 314.43 EUR,314.43,Template4_Instance154.json
"BILL_TO:
Mark Cook
3118 Elizabeth Flat Suite 356
Heatherside, NJ 61519 US
Tel:+(171)767-0447
Email:hbaker@example.net
Site:http://massey.com/",EUR,Date: 28-Dec-2000,2000-12-28,DISCOUNT(1.32%): (-)  8.73,-8.73,Due Date : 04-Feb-2012,2012-02-04,[],"Note: All payments to be made in cash.
Contact us for queries on these quotations.","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 661.50  EUR,661.5,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 695.47 EUR,695.47,Template4_Instance155.json
"BILL_TO:
Dean Williams
143 Pacheco Throughway
Bethland, WY 54388 US
Tel:+(765)663-3872
Email:sophiablack@example.com
Site:http://www.mullen.com/",USD,Invoice Date: 27-Apr-2005,2005-04-27,DISCOUNT(2.0%): (-)  26.93,-26.93,Due Date : 15-Jan-2016,2016-01-15,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 1346.46  $,6.46,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,INVOICE,TOTAL : 1385.78 $,5.78,Template4_Instance156.json
"BILL_TO:
Katelyn Morales
374 Brett Grove
East Sandraborough, NV 59034 US
Tel:+(823)841-4303
Email:zoeavila@example.net
Site:http://www.green-perez.com/",USD,Date: 31-Oct-2002,2002-10-31,DISCOUNT(4.49%): (-)  30.48,-30.48,Due Date : 08-Oct-1997,1997-10-08,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 678.80  $,678.8,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",,COMMERCIAL INVOICE,TOTAL : 713.78 $,713.78,Template4_Instance157.json
"BILL_TO:
Tyrone Smith
154 Olivia Drive
Port Kirsten, HI 08216 US
Tel:+(787)946-7597
Email:sarahnelson@example.com
Site:https://cole.com/",USD,Date: 29-Jan-2018,2018-01-29,DISCOUNT(1.34%): (-)  13.03,-13.03,Due Date : 05-Aug-1993,1993-08-05,[],Thank you for choosing us!,"Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,"Port Lindsey, MP 98258 US",,,,Address:2180 Michael Ridges Apt. 385,"Address:2180 Michael Ridges Apt. 385 | Port Lindsey, MP 98258 US",,,SUB_TOTAL : 972.50  $,972.5,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",,TAX INVOICE,TOTAL : 1029.07 $,9.07,Template4_Instance158.json
